#BJD-2454833	K2SC-EAP   EAP    Err
2144.102880 1744.023 1756.001 5.133
2144.123312 1637.251 1646.903 5.127
2144.143744 1548.895 1556.650 5.120
2144.164177 1459.487 1465.690 5.115
2144.184609 1386.237 1389.617 5.111
2144.205041 1335.292 1336.238 5.106
2144.225473 1286.841 1285.459 5.102
2144.245905 1221.506 1216.758 5.097
2144.266338 1190.925 1184.183 5.094
2144.286770 1143.524 1134.496 5.091
2144.307202 1098.717 1087.409 5.089
2144.327634 1114.188 1101.597 5.089
2144.348067 1101.410 1086.822 5.088
2144.368499 1103.927 1088.226 5.088
2144.388931 1089.246 1072.163 5.087
2144.409363 1094.798 1076.735 5.088
2144.429795 1078.097 1059.060 5.088
2144.450227 1025.381 1005.121 5.084
2144.470660 989.876 968.984 5.079
2144.491092 979.205 958.214 5.079
2144.511524 1239.511 1221.087 5.096
2144.531956 1838.918 1826.271 5.140
2144.552388 2299.783 2291.705 5.169
2144.572821 2219.099 2210.958 5.162
2144.593253 2008.624 1999.615 5.148
2144.613685 1837.109 1827.835 5.137
2144.634117 1713.077 1703.911 5.128
2144.654549 1594.841 1586.201 5.121
2144.674982 1526.634 1518.822 5.114
2144.695414 1458.125 1451.248 5.110
2144.715846 1383.160 1377.172 5.105
2144.736278 1307.170 1302.298 5.102
2144.756710 1257.903 1254.054 5.097
2144.777142 1195.756 1194.579 5.097
2144.797575 1141.426 1146.077 5.093
2144.818007 1116.023 1118.575 5.091
2144.838439 1105.331 1106.019 5.090
2144.858871 1066.541 1065.113 5.089
2144.879303 1087.165 1083.936 5.089
2144.899736 1064.386 1058.978 5.089
2144.920168 1060.015 1052.851 5.088
2144.940600 1078.032 1069.700 5.089
2144.961032 1048.241 1037.721 5.088
2144.981464 1007.617 995.023 5.084
2145.001896 952.954 938.100 5.079
2145.022329 997.416 980.742 5.084
2145.042761 1412.412 1396.504 5.111
2145.063193 2047.849 2035.597 5.153
2145.083625 2301.231 2289.052 5.171
2145.104057 2101.231 2086.985 5.159
2145.124490 1932.159 1916.290 5.146
2145.144922 1746.995 1729.117 5.136
2145.165354 1673.859 1654.735 5.128
2145.185786 1567.795 1547.577 5.123
