#BJD-2454833	K2SC-EAP   EAP    Err
2228.800581 19128.365 19132.971 10.132
2228.821013 18713.198 18715.520 10.115
2228.841446 18153.688 18159.145 10.097
2228.861878 17721.563 17735.496 10.081
2228.882311 17256.387 17284.453 10.066
2228.902743 16787.657 16831.551 10.053
2228.923176 16360.344 16420.531 10.039
2228.943608 15900.465 15973.358 10.025
2228.964041 15532.997 15613.368 10.013
2228.984473 15126.633 15208.358 10.000
2229.004906 14923.845 15001.414 9.992
2229.025338 14655.485 14723.831 9.984
2229.045771 14408.571 14463.286 9.977
2229.066203 14292.337 14330.099 9.972
2229.086636 13985.838 14005.574 9.961
2229.107068 13867.015 13872.057 9.957
2229.127501 13857.463 13851.884 9.958
2229.147933 13834.555 13821.408 9.955
2229.168366 13584.325 13566.965 9.946
2229.188798 13244.489 13228.691 9.934
2229.209231 12876.749 12865.694 9.924
2229.229663 12627.869 12625.842 9.915
2229.250096 12823.275 12835.311 9.922
2229.270528 14248.316 14275.330 9.972
2229.290961 16816.863 16860.227 10.057
2229.311393 18318.233 18381.598 10.106
2229.331826 20078.607 20162.713 10.166
2229.352258 20714.674 20812.564 10.185
2229.372691 20363.195 20470.092 10.175
2229.393123 19680.767 19789.988 10.151
2229.413556 19090.268 19195.295 10.130
2229.433988 18559.239 18658.750 10.110
2229.454421 17983.097 18080.027 10.089
2229.474853 17526.105 17532.006 10.082
2229.495286 17135.267 17149.010 10.065
2229.515718 16662.017 16660.109 10.051
2229.536151 16227.838 16212.646 10.036
2229.556583 15845.446 15819.546 10.022
2229.577015 15455.802 15424.534 10.010
2229.597448 15139.674 15108.363 9.999
2229.617880 14877.157 14850.954 9.989
2229.638313 14626.390 14609.151 9.980
2229.658745 14412.247 14409.321 9.974
2229.679178 14166.772 14179.677 9.966
2229.699610 13956.302 13983.623 9.960
2229.720043 13813.286 13872.795 9.955
2229.740475 13784.485 13838.391 9.954
2229.760908 13780.630 13843.028 9.952
2229.781340 13505.097 13570.098 9.943
2229.801773 13124.091 13186.412 9.931
2229.822205 12743.836 12799.785 9.919
2229.842638 12586.789 12633.526 9.914
2229.863070 13083.404 13118.351 9.932
2229.883503 15037.958 15061.076 9.997
