#BJD-2454833	K2SC-EAP   EAP    Err
2144.103294 89287.592 89571.625 10.044
2144.123726 88232.635 88519.516 10.008
2144.144158 87204.258 87492.930 9.976
2144.164591 86003.236 86293.859 9.936
2144.185023 84707.288 85003.062 9.893
2144.205456 84603.038 84904.656 9.889
2144.225888 85746.333 86052.750 9.930
2144.246320 84997.956 85313.570 9.901
2144.266753 81629.572 81950.531 9.789
2144.287185 77851.363 78176.461 9.663
2144.307618 75533.244 75864.102 9.583
2144.328050 78185.077 78520.891 9.674
2144.348482 99739.059 100082.516 10.384
2144.368915 141533.909 141884.016 11.638
2144.389347 176025.942 176383.797 12.571
2144.409779 175754.259 176119.172 12.564
2144.430212 163171.935 163544.438 12.231
2144.450644 151337.652 151720.781 11.907
2144.471077 141763.906 142155.656 11.640
2144.491509 134022.965 134422.547 11.421
2144.511941 127543.589 127951.328 11.235
2144.532374 121757.607 122174.680 11.066
2144.552806 116436.424 116861.695 10.903
2144.573238 111612.968 112045.586 10.758
2144.593671 107178.455 107616.398 10.620
2144.614103 102976.423 103420.422 10.488
2144.634535 99078.928 99530.539 10.367
2144.654968 95630.188 96089.312 10.256
2144.675400 92786.326 93254.711 10.165
2144.695833 90691.186 91161.547 10.098
2144.716265 89214.628 89691.016 10.050
2144.736697 88192.434 88674.273 10.018
2144.757130 87178.481 87666.578 9.985
2144.777562 85852.839 86089.125 9.929
2144.797994 84649.160 84855.594 9.889
2144.818427 84855.353 85068.023 9.895
2144.838859 85863.661 86081.531 9.932
2144.859291 84359.047 84582.852 9.878
2144.879724 80690.272 80920.023 9.755
2144.900156 77084.546 77321.695 9.635
2144.920589 75500.400 75744.359 9.580
2144.941021 80148.962 80395.891 9.740
2144.961453 108467.991 108725.547 10.655
2144.981886 150552.280 150818.109 11.887
2145.002318 179776.138 180049.859 12.667
2145.022750 174161.611 174446.078 12.523
2145.043183 160907.478 161205.000 12.169
2145.063615 149394.382 149689.172 11.852
2145.084047 140057.436 140364.906 11.593
2145.104480 132557.360 132871.016 11.377
2145.124912 126291.480 126609.695 11.194
2145.145344 120496.212 120825.930 11.022
2145.165777 115260.329 115603.641 10.866
2145.186209 110479.938 110832.500 10.722
2145.206641 106186.281 106545.664 10.589
2145.227074 102070.287 102438.875 10.458
2145.247506 98240.171 98620.031 10.339
2145.267938 94856.066 95247.266 10.229
2145.288371 92116.825 92519.133 10.143
2145.308803 90142.359 90556.812 10.080
2145.329235 88770.199 89192.867 10.034
2145.349668 87803.498 88234.703 10.003
2145.370100 86829.930 87271.430 9.972
2145.390532 85533.580 85982.648 9.928
2145.410965 84449.882 84908.055 9.895
2145.431397 85017.906 85481.773 9.911
2145.451829 85890.927 86364.961 9.942
2145.472262 83780.590 84265.602 9.872
2145.492694 79994.557 80485.617 9.744
2145.513126 76600.025 76771.945 9.618
2145.533559 75567.066 75705.547 9.580
2145.553991 82729.637 82881.117 9.823
2145.574423 116533.384 116699.281 10.903
2145.594856 157865.537 158047.891 12.088
2145.615288 179913.939 180110.406 12.673
2145.635720 171142.710 171357.969 12.442
2145.656153 158142.895 158373.266 12.095
2145.676585 147225.619 147469.125 11.795
2145.697018 138466.304 138717.203 11.548
2145.717450 131272.461 131537.078 11.338
2145.737882 125005.460 125277.945 11.155
2145.758315 119396.779 119680.906 10.989
2145.778747 114250.324 114548.398 10.835
2145.799179 109540.663 109851.789 10.690
2145.819611 105217.873 105540.680 10.558
2145.840044 101120.167 101452.250 10.430
2145.860476 97406.232 97746.500 10.312
2145.880909 94160.576 94508.719 10.206
2145.901341 91616.614 91977.898 10.126
2145.921773 89817.456 90186.688 10.067
2145.942206 88567.384 88946.945 10.028
2145.962638 87721.863 88105.516 9.998
2145.983070 86646.259 87039.164 9.965
2146.023935 84477.467 84671.062 9.886
2146.044367 85554.927 85742.227 9.921
2146.064799 85929.981 86128.859 9.933
2146.085232 83255.557 83463.180 9.844
2146.105664 79283.229 79504.477 9.711
2146.126096 76150.588 76382.117 9.604
2146.146529 76234.196 76474.555 9.608
2146.166961 86769.215 87021.273 9.962
2146.187393 124994.042 125253.281 11.155
2146.207826 164727.402 164992.984 12.270
2146.228258 178874.006 179147.297 12.648
2146.248690 168403.779 168676.859 12.370
2146.269123 155788.297 156073.594 12.030
2146.289555 145367.812 145664.031 11.743
2146.309987 136972.778 137277.766 11.507
2146.330420 129999.358 130314.062 11.302
2146.350852 123868.343 124191.773 11.122
2146.371284 118343.121 118673.734 10.961
2146.391716 113398.736 113737.703 10.810
2146.412149 108809.467 109156.148 10.670
2146.432581 104513.703 104869.648 10.539
2146.453013 100501.468 100865.461 10.413
2146.473446 96885.298 97257.195 10.296
2146.493878 93741.724 94021.617 10.194
2146.514310 91399.642 91624.133 10.114
2146.534743 89671.912 89899.633 10.058
2146.555175 88579.481 88814.844 10.020
2146.575607 87615.884 87861.000 9.989
2146.596040 86395.107 86645.742 9.950
2146.616472 84993.441 85250.438 9.903
2146.636904 84419.691 84687.516 9.885
2146.657336 85596.886 85870.242 9.924
2146.677769 85479.086 85760.312 9.920
2146.698201 82370.530 82659.703 9.817
2146.718633 78433.201 78728.891 9.684
2146.739066 75722.990 76020.812 9.593
2146.759498 76904.016 77206.492 9.630
2146.779930 92671.464 92982.625 10.158
2146.800363 134130.890 134448.391 11.423
2146.820795 172563.114 172880.859 12.483
2146.841227 178421.613 178744.328 12.636
2146.861659 166023.491 166350.000 12.310
2146.882092 153627.718 153960.922 11.975
2146.902524 143557.821 143894.641 11.693
2146.922956 135439.653 135782.266 11.463
2146.943389 128640.275 128987.633 11.266
2146.963821 122674.445 123025.055 11.092
2146.984253 117287.561 117646.383 10.930
2147.004686 112395.004 112755.305 10.782
2147.025118 107888.417 108252.828 10.645
2147.045550 103661.218 104030.273 10.513
2147.065983 99705.967 100078.656 10.387
2147.086415 96130.659 96505.203 10.272
2147.106847 93101.077 93478.477 10.175
2147.127279 90850.810 91232.297 10.101
2147.147712 89302.106 89683.578 10.050
2147.168144 88205.809 88588.711 10.015
2147.188576 87292.049 87680.742 9.985
2147.209009 86124.101 86517.977 9.947
2147.229441 84770.523 85163.195 9.902
2147.249873 84500.249 84900.453 9.894
2147.270305 85743.611 86152.141 9.934
2147.290738 84959.474 85374.445 9.910
2147.311170 81548.623 81971.328 9.794
2147.331602 77803.874 78235.773 9.668
2147.352035 75486.418 75926.875 9.590
2147.372467 78169.848 78613.422 9.683
2147.392899 100038.624 100490.125 10.401
2147.413331 141869.328 142324.109 11.651
2147.433764 176466.858 176923.359 12.590
2147.454196 176015.123 176476.469 12.578
2147.474628 163218.538 163400.062 12.231
2147.495060 151223.616 151358.469 11.903
2147.515493 141630.378 141775.688 11.637
2147.535925 133929.425 134085.531 11.417
2147.556357 127318.564 127473.555 11.222
2147.576790 121538.521 121695.641 11.051
2147.597222 116259.492 116414.617 10.892
2147.617654 111509.136 111674.391 10.746
2147.638086 107070.861 107236.383 10.615
2147.658519 102873.633 103047.898 10.480
2147.678951 98995.616 99176.750 10.358
2147.699383 95483.550 95675.891 10.245
2147.719816 92656.489 92852.219 10.152
2147.740248 90571.397 90773.375 10.086
2147.760680 89111.160 89317.211 10.040
2147.781112 88156.933 88365.805 10.009
2147.801545 87218.019 87428.938 9.977
2147.821977 85888.882 86108.023 9.935
2147.842409 84650.728 84867.617 9.892
2147.862842 84841.843 85057.258 9.899
2147.883274 86099.833 86319.312 9.941
2147.903706 84645.616 84874.875 9.894
2147.924138 80973.416 81214.500 9.771
2147.944571 77316.032 77554.422 9.647
2147.985435 80084.378 80257.000 9.738
2148.005868 108196.820 108369.766 10.644
2148.026300 149532.581 149707.000 11.856
2148.046732 178608.936 178792.688 12.641
2148.067164 173683.824 173875.656 12.511
2148.087597 160811.849 161015.422 12.166
2148.108029 149403.429 149622.078 11.855
2148.128461 140156.584 140377.250 11.599
2148.148893 132735.518 132973.250 11.384
2148.169326 126346.311 126590.438 11.195
2148.189758 120556.473 120803.938 11.024
2148.210190 115340.610 115588.562 10.867
2148.230622 110540.689 110796.727 10.728
2148.251055 106310.419 106574.578 10.590
2148.271487 102141.012 102414.570 10.463
2148.291919 98315.918 98601.836 10.340
2148.312351 94938.178 95232.141 10.233
2148.332784 92249.125 92554.062 10.144
2148.353216 90280.320 90591.320 10.081
2148.373648 89016.405 89337.469 10.040
2148.394080 88020.719 88350.008 10.009
2148.414513 87044.891 87382.773 9.974
2148.434945 85677.259 86020.617 9.929
2148.455377 84646.068 84698.094 9.887
2148.475809 85275.623 85298.984 9.908
2148.496242 86105.052 86137.938 9.935
2148.516674 83949.294 83994.195 9.862
2148.537106 80049.377 80104.250 9.734
2148.557538 76692.248 76759.016 9.616
2148.577971 75665.681 75748.797 9.585
2148.598403 82909.003 83006.945 9.827
2148.618835 116592.337 116701.445 10.902
2148.639267 157499.102 157616.109 12.076
2148.659700 179351.857 179477.188 12.657
2148.680132 170952.945 171086.953 12.437
2148.700564 158212.517 158353.797 12.095
2148.720997 147389.716 147544.062 11.795
2148.741429 138654.620 138817.172 11.553
2148.761861 131433.818 131607.484 11.345
2148.782293 125122.139 125299.016 11.158
2148.802725 119494.553 119681.406 10.988
2148.823158 114385.035 114584.500 10.839
2148.843590 109788.378 109999.508 10.697
2148.864022 105487.353 105705.117 10.567
2148.884455 101402.644 101632.758 10.435
2148.904887 97641.333 97886.336 10.320
2148.925319 94342.829 94598.719 10.214
2148.945751 91707.970 91971.500 10.128
2148.966183 89918.116 90194.133 10.069
2148.986616 88643.404 88931.383 10.027
2149.007048 87705.667 88000.383 9.996
2149.027480 86638.605 86942.547 9.961
2149.047912 85229.195 85540.211 9.917
2149.068345 84377.086 84688.945 9.887
2149.088777 85318.716 85632.219 9.917
2149.109209 85731.259 86052.188 9.932
2149.129641 83132.149 83460.445 9.846
2149.150074 79250.161 79587.516 9.717
2149.170506 76160.004 76509.555 9.610
2149.190938 76037.118 76392.195 9.607
2149.211370 86909.931 87267.000 9.976
2149.231802 125632.436 125991.984 11.182
2149.252235 165936.312 166299.562 12.312
