#BJD-2454833	K2SC-EAP   EAP    Err
2228.800633 1566.508 1592.357 8.998
2228.821065 1557.145 1582.871 8.997
2228.841498 1559.209 1584.740 8.998
2228.861930 1585.834 1611.224 8.998
2228.882363 1606.348 1631.461 8.998
2228.902795 1516.530 1541.260 8.996
2228.923228 1442.849 1467.293 8.993
2228.943660 1390.120 1414.159 8.991
2228.964093 1434.648 1458.196 8.993
2228.984525 1831.164 1854.203 9.008
2229.004958 2353.784 2376.191 9.027
2229.025390 2754.532 2776.079 9.044
2229.045823 2722.682 2743.289 9.043
2229.066255 2551.549 2571.577 9.035
2229.086688 2389.358 2408.377 9.030
2229.107120 2271.948 2290.121 9.025
2229.127553 2173.690 2190.965 9.021
2229.147986 2088.576 2104.789 9.018
2229.168418 2007.994 2023.114 9.014
2229.188850 1960.069 1974.066 9.013
2229.209283 1879.469 1892.507 9.009
2229.229715 1831.438 1842.133 9.008
2229.250148 1742.884 1752.334 9.005
2229.270581 1696.511 1705.422 9.002
2229.291013 1634.530 1643.034 9.000
2229.311446 1608.910 1617.087 8.999
2229.331878 1603.281 1611.086 8.998
2229.352311 1582.103 1589.635 8.998
2229.372743 1566.315 1573.317 8.998
2229.393176 1552.662 1558.955 8.997
2229.413608 1556.711 1562.022 8.996
2229.434041 1568.930 1572.780 8.997
2229.454473 1545.310 1548.298 8.997
2229.474906 1456.979 1470.859 8.993
2229.495338 1397.140 1412.081 8.991
2229.515771 1382.988 1398.091 8.990
2229.536203 1564.042 1578.261 8.997
2229.556636 2066.176 2078.884 9.016
2229.577068 2538.638 2548.929 9.035
2229.597501 2784.280 2792.679 9.043
2229.617933 2598.776 2607.148 9.037
2229.638366 2471.093 2478.508 9.032
2229.658798 2332.887 2339.479 9.026
2229.679231 2202.871 2209.115 9.022
2229.699663 2131.868 2137.611 9.018
2229.720096 2062.908 2080.849 9.016
2229.740528 1979.586 1997.110 9.013
2229.760961 1923.784 1940.987 9.010
2229.781393 1863.482 1880.632 9.008
2229.801826 1796.370 1813.291 9.006
2229.822258 1719.430 1735.934 9.003
2229.842691 1680.396 1696.444 9.001
2229.863123 1649.596 1665.075 9.000
2229.883556 1599.566 1614.172 8.997
2229.903988 1640.954 1653.845 9.000
2229.924421 1580.671 1592.488 8.997
2229.944853 1593.062 1603.972 8.997
2229.965286 1564.704 1574.018 8.996
2229.985718 1564.100 1572.350 8.996
2230.006151 1573.595 1580.893 8.996
2230.026583 1537.559 1543.834 8.995
2230.047016 1455.408 1461.200 8.993
2230.067448 1385.232 1390.527 8.990
2230.087881 1417.071 1421.909 8.991
2230.108313 1752.388 1756.815 9.003
2230.128746 2224.686 2228.854 9.023
2230.149178 2708.912 2712.649 9.040
2230.169611 2726.042 2729.621 9.041
2230.190043 2531.215 2534.617 9.034
2230.210475 2387.119 2403.622 9.028
2230.230908 2284.171 2300.443 9.024
2230.251341 2187.101 2203.227 9.020
2230.271773 2073.851 2090.001 9.017
2230.292205 2044.815 2060.725 9.014
2230.312638 1935.844 1951.502 9.011
2230.333070 1863.542 1878.862 9.008
2230.353503 1858.905 1873.847 9.007
2230.373935 1767.051 1781.540 9.004
2230.394368 1697.930 1711.861 9.001
2230.414800 1657.025 1669.733 9.000
2230.435233 1631.025 1642.076 8.998
2230.455665 1592.359 1602.225 8.997
2230.476098 1566.877 1575.874 8.996
2230.496530 1585.026 1592.660 8.996
2230.516963 1582.798 1589.282 8.996
2230.537395 1555.279 1560.798 8.995
2230.557828 1562.738 1567.419 8.995
2230.578260 1551.443 1555.191 8.995
2230.598693 1494.348 1497.734 8.993
2230.619125 1417.949 1420.869 8.990
2230.639557 1381.453 1384.004 8.989
2230.659990 1471.261 1473.255 8.992
2230.680422 1974.563 1976.549 9.011
2230.721287 2787.944 2802.264 9.043
2230.741720 2635.373 2650.176 9.037
2230.762152 2493.073 2508.024 9.031
2230.782585 2369.999 2385.053 9.026
2230.803017 2246.602 2261.578 9.022
2230.823450 2152.192 2167.044 9.018
2230.843882 2076.969 2091.773 9.015
2230.864315 1975.374 1989.993 9.012
2230.884747 1929.698 1944.055 9.010
2230.905180 1845.144 1859.255 9.007
2230.925612 1806.069 1819.836 9.005
2230.946045 1746.563 1759.702 9.002
2230.966477 1680.281 1692.683 9.000
2230.986909 1615.569 1627.345 8.999
2231.007342 1603.583 1613.874 8.997
2231.027774 1579.132 1588.639 8.996
2231.048207 1600.019 1608.457 8.997
2231.068639 1561.916 1569.516 8.995
2231.089072 1534.798 1540.742 8.996
2231.109504 1563.959 1568.773 8.995
2231.129937 1568.050 1571.488 8.995
2231.150369 1522.088 1525.062 8.994
2231.170801 1459.745 1462.162 8.991
2231.191234 1397.833 1400.096 8.989
2231.211666 1398.217 1400.332 8.989
2231.232099 1643.491 1645.442 8.998
2231.252531 2162.354 2163.787 9.018
2231.272964 2648.202 2649.584 9.037
2231.293396 2703.961 2704.690 9.040
2231.313829 2535.811 2536.719 9.034
2231.334261 2391.849 2393.042 9.028
2231.354694 2275.964 2277.091 9.023
2231.375126 2177.100 2178.312 9.018
2231.395559 2082.059 2083.168 9.015
2231.415991 2031.435 2032.304 9.013
2231.436423 2010.675 2015.816 9.012
2231.456856 1904.902 1910.714 9.008
2231.477288 1835.815 1840.607 9.006
2231.497721 1778.333 1782.395 9.003
