#BJD-2454833	K2SC-EAP   EAP    Err
2228.800401 161.642 160.775 4.845
2228.820833 169.481 168.534 4.850
2228.841266 164.095 163.079 4.846
2228.861698 165.450 164.355 4.846
2228.882131 147.735 146.568 4.845
2228.902563 148.296 147.081 4.845
2228.922995 155.470 154.218 4.846
2228.943428 145.526 144.256 4.846
2228.963860 180.560 179.287 4.849
2228.984293 197.755 196.499 4.848
2229.004725 223.504 222.282 4.851
2229.025157 229.951 228.797 4.854
2229.045590 240.840 239.774 4.852
2229.066022 236.462 235.528 4.852
2229.086454 217.511 216.761 4.850
2229.106887 221.992 221.440 4.851
2229.127319 201.677 201.354 4.848
2229.147752 201.635 201.533 4.848
2229.168184 203.563 203.705 4.849
2229.188616 192.555 193.043 4.850
2229.209049 185.930 186.711 4.849
2229.229481 176.172 177.299 4.848
2229.249914 179.157 180.707 4.847
2229.270346 172.060 174.007 4.848
2229.290778 168.682 171.075 4.850
2229.311211 152.022 154.857 4.851
2229.331643 156.313 159.631 4.848
2229.352076 164.589 168.309 4.849
2229.372508 147.104 151.225 4.849
2229.392940 161.555 166.143 4.848
2229.413373 154.935 159.993 4.848
2229.433805 163.670 169.125 4.848
2229.454238 155.257 161.007 4.847
2229.474670 152.742 152.305 4.845
2229.495102 146.038 145.336 4.845
2229.515535 157.649 157.163 4.847
2229.535967 149.697 149.430 4.848
2229.556400 185.418 185.441 4.848
2229.576832 190.144 190.450 4.850
2229.597264 212.144 212.734 4.852
2229.617697 238.842 239.783 4.853
2229.638129 240.276 241.576 4.853
2229.658561 262.081 263.799 4.856
2229.678994 234.559 236.699 4.852
2229.699426 212.187 214.688 4.852
2229.719859 209.729 208.600 4.851
2229.740291 198.560 197.446 4.848
2229.760723 194.529 193.407 4.848
2229.781156 190.130 189.023 4.848
2229.801588 190.034 188.960 4.848
2229.822020 192.077 191.051 4.847
2229.842453 175.717 174.752 4.848
2229.862885 168.338 167.450 4.850
2229.883317 170.099 169.305 4.845
2229.903750 149.612 148.957 4.846
2229.924182 164.383 163.925 4.850
2229.944615 157.300 157.038 4.845
2229.965047 155.423 155.376 4.847
2230.005912 170.623 171.048 4.849
2230.026344 164.833 165.532 4.849
2230.046776 166.412 167.434 4.846
2230.067209 159.779 161.098 4.846
2230.087641 164.657 166.296 4.846
2230.108074 154.735 156.695 4.848
2230.128506 162.775 165.064 4.849
2230.148938 171.696 174.354 4.848
2230.169371 176.519 179.543 4.849
2230.189803 207.199 210.594 4.852
2230.210235 241.429 240.393 4.851
2230.230668 232.387 231.466 4.851
2230.251100 241.817 240.825 4.850
2230.271532 235.672 234.622 4.850
2230.291965 221.763 220.689 4.850
2230.312397 214.241 213.170 4.848
2230.332829 214.500 213.455 4.849
2230.353262 207.923 206.919 4.850
2230.373694 191.080 190.139 4.847
2230.394127 190.586 189.742 4.848
2230.414559 189.168 188.465 4.848
2230.434991 184.549 184.021 4.848
2230.455424 181.287 180.955 4.847
2230.475856 161.682 161.573 4.845
2230.496288 173.687 173.802 4.846
2230.516721 158.697 159.058 4.849
2230.537153 169.989 170.614 4.848
2230.557585 167.169 168.149 4.846
2230.578018 164.876 166.238 4.848
2230.598450 158.114 159.959 4.846
2230.618883 168.444 170.795 4.848
2230.639315 160.776 163.547 4.846
2230.659747 154.860 158.002 4.848
2230.680180 145.111 148.612 4.849
2230.721044 155.467 154.858 4.846
2230.741477 165.274 164.579 4.846
2230.761909 197.017 196.226 4.847
2230.782341 196.921 196.051 4.849
2230.802774 221.576 220.641 4.849
2230.823206 246.829 245.836 4.850
