#BJD-2454833	K2SC-EAP   EAP    Err
2144.143948 43923.346 44095.133 12.877
2144.164381 38732.117 38895.211 12.744
2144.184813 35184.347 35338.801 12.647
2144.205245 32728.718 32874.188 12.577
2144.225678 30514.307 30650.320 12.523
2144.246110 28921.314 29047.238 12.476
2144.266542 27408.707 27533.279 12.435
2144.286975 25891.371 26010.977 12.391
2144.307407 24426.299 24545.219 12.347
2144.327839 22953.961 23072.041 12.308
2144.348272 21941.815 22060.027 12.273
2144.368704 21342.332 21460.328 12.252
2144.389136 20886.127 21006.287 12.242
2144.409568 20564.157 20684.863 12.237
2144.430001 20611.929 20733.213 12.237
2144.450433 20479.943 20596.137 12.234
2144.470865 19887.209 19998.760 12.218
2144.491298 19807.358 19918.145 12.214
2144.511730 19256.042 19369.111 12.212
2144.532162 18701.114 18814.900 12.195
2144.552594 19737.042 19855.092 12.227
2144.573027 31851.240 31973.969 12.567
2144.593459 50798.090 50933.125 13.081
2144.613891 47903.605 48043.570 13.011
2144.634324 41960.037 42104.172 12.851
2144.654756 37463.410 37605.504 12.728
2144.675188 34309.441 34445.852 12.639
2144.695621 32041.455 32168.184 12.573
2144.716053 30135.045 30249.184 12.519
2144.736485 28567.944 28665.455 12.476
2144.756917 26794.903 26875.600 12.430
2144.777350 24891.276 25040.545 12.380
2144.797782 23737.378 23912.857 12.339
2144.818214 22473.626 22636.375 12.302
2144.838647 21450.175 21601.723 12.274
2144.859079 20962.486 21088.168 12.258
2144.879511 20532.523 20649.396 12.244
2144.899943 20378.989 20504.787 12.237
2144.920376 20150.594 20270.744 12.234
2144.940808 20014.676 20128.869 12.230
2144.961240 19493.662 19598.395 12.214
2144.981673 19328.496 19424.463 12.208
2145.002105 19065.160 19153.881 12.201
2145.022537 18861.942 18947.355 12.191
2145.042969 21014.212 21104.082 12.256
2145.063402 35760.129 35851.270 12.691
2145.083834 49860.524 49954.383 13.095
2145.104266 45713.669 45810.891 12.972
2145.124698 40496.449 40598.199 12.816
2145.145131 36325.866 36431.188 12.700
2145.165563 33216.281 33319.965 12.618
2145.185995 31006.625 31110.658 12.556
2145.206428 29271.141 29377.158 12.507
2145.226860 27689.000 27798.553 12.465
2145.247292 26280.917 26395.113 12.425
2145.267724 24816.817 24940.893 12.381
2145.288157 23383.792 23507.182 12.341
2145.308589 22317.608 22447.363 12.300
2145.329021 21464.773 21595.973 12.274
2145.349454 21205.864 21352.967 12.259
2145.369886 20905.696 21052.691 12.252
2145.390318 20518.393 20662.420 12.248
2145.410750 20377.545 20515.572 12.244
2145.431183 20035.059 20153.182 12.235
2145.451615 19300.756 19396.449 12.219
2145.472047 18973.328 19053.303 12.219
2145.492480 18346.651 18402.049 12.202
2145.512912 18358.693 18515.787 12.194
2145.533344 22313.303 22482.449 12.299
2145.553776 40024.351 40182.324 12.796
2145.574208 49748.875 49897.891 13.057
2145.594641 44535.483 44684.805 12.920
2145.615073 39601.663 39741.309 12.778
2145.635505 35288.667 35390.656 12.677
2145.655938 32503.595 32591.980 12.603
2145.676370 30384.079 30455.168 12.547
2145.696802 28972.544 29039.615 12.498
2145.717234 27680.353 27750.473 12.452
2145.737667 26248.691 26326.584 12.412
2145.758099 24791.216 24876.869 12.372
2145.778531 23483.936 23581.395 12.333
2145.798963 22418.033 22521.826 12.299
2145.819396 21598.801 21700.961 12.275
2145.839828 20712.199 20816.928 12.261
2145.860260 20437.455 20545.633 12.256
2145.880693 20160.686 20274.244 12.252
2145.901125 19992.417 20115.654 12.248
2145.921557 19615.141 19744.096 12.233
2145.941989 19073.459 19199.262 12.221
2145.962422 18826.308 18952.057 12.214
2145.982854 18497.809 18635.953 12.197
2146.023718 24329.224 24442.449 12.368
2146.044151 42924.432 43023.121 12.887
2146.064583 48444.292 48544.750 13.035
2146.085015 43245.567 43332.531 12.889
2146.105447 38227.128 38303.457 12.758
2146.125880 34290.224 34354.418 12.661
2146.146312 31948.264 32006.621 12.587
2146.166744 30085.103 30147.016 12.531
2146.187176 28508.934 28573.920 12.484
2146.207609 27181.114 27248.746 12.442
2146.228041 25817.951 25891.311 12.404
2146.248473 24439.948 24521.277 12.366
2146.268905 23215.664 23307.916 12.329
2146.289338 22182.532 22279.277 12.296
2146.309770 21348.950 21450.822 12.273
2146.330202 20991.545 21091.377 12.261
2146.350634 20491.068 20594.492 12.255
