#BJD-2454833	K2SC-EAP   EAP    Err
2144.103060 1515.757 1522.271 5.284
2144.123493 1629.384 1635.863 5.291
2144.143925 1709.435 1715.886 5.295
2144.164357 1719.495 1725.914 5.296
2144.184789 1683.496 1689.843 5.294
2144.205222 1625.077 1631.339 5.290
2144.225654 1584.110 1590.281 5.287
2144.246086 1531.162 1537.190 5.284
2144.266518 1496.291 1502.211 5.281
2144.286951 1473.000 1478.797 5.281
2144.307383 1441.885 1447.556 5.281
2144.327815 1410.126 1415.678 5.276
2144.348248 1387.361 1392.750 5.275
2144.368680 1352.116 1357.381 5.273
2144.389112 1323.309 1328.416 5.272
2144.429977 1276.407 1281.226 5.269
2144.450409 1244.385 1249.006 5.266
2144.470841 1224.009 1228.452 5.265
2144.491273 1211.417 1215.732 5.264
2144.511706 1203.497 1207.696 5.263
2144.532138 1194.490 1198.579 5.263
2144.552570 1170.238 1174.240 5.261
2144.573003 1186.195 1190.127 5.263
2144.593435 1177.198 1181.070 5.262
2144.613867 1174.777 1178.585 5.262
2144.634299 1180.430 1184.177 5.261
2144.654732 1187.792 1191.491 5.261
2144.675164 1154.570 1158.227 5.259
2144.695596 1123.176 1126.794 5.257
2144.716028 1106.754 1110.330 5.256
2144.736461 1115.082 1118.616 5.257
2144.756893 1167.514 1171.001 5.259
2144.777325 1324.047 1330.528 5.271
2144.797758 1488.304 1494.922 5.282
2144.818190 1560.879 1567.463 5.286
2144.838622 1679.784 1686.326 5.293
2144.859054 1719.842 1726.323 5.296
2144.879487 1697.466 1703.864 5.295
2144.899919 1661.861 1668.162 5.293
2144.920351 1620.090 1626.299 5.290
2144.940783 1580.476 1586.616 5.289
2144.961216 1534.965 1540.994 5.284
2144.981648 1482.568 1488.484 5.282
2145.002080 1449.876 1455.662 5.280
2145.022512 1422.400 1428.026 5.277
2145.042945 1399.139 1404.587 5.276
2145.063377 1366.888 1372.252 5.275
2145.083809 1336.581 1341.798 5.272
2145.104241 1314.018 1319.133 5.270
2145.124674 1284.313 1289.332 5.269
2145.145106 1285.840 1290.716 5.270
2145.165538 1237.271 1241.982 5.267
2145.185970 1220.786 1225.354 5.265
2145.206403 1206.182 1210.602 5.264
2145.226835 1191.430 1195.743 5.263
2145.247267 1183.182 1187.387 5.263
2145.267699 1182.598 1186.703 5.263
2145.288132 1158.079 1162.092 5.262
2145.308564 1177.507 1181.437 5.261
2145.328996 1178.530 1182.398 5.262
2145.349428 1178.280 1182.086 5.262
2145.369861 1175.810 1179.559 5.262
2145.390293 1151.814 1155.516 5.259
2145.410725 1114.119 1117.770 5.258
2145.431158 1106.726 1110.331 5.257
2145.451590 1114.002 1117.547 5.257
2145.472022 1221.873 1225.350 5.263
2145.492454 1406.304 1409.729 5.278
2145.512886 1511.202 1517.839 5.284
2145.533319 1594.255 1600.927 5.289
2145.553751 1694.404 1701.062 5.295
2145.574183 1707.411 1714.040 5.296
2145.594615 1683.698 1690.257 5.295
2145.615048 1639.598 1646.053 5.291
2145.635480 1598.637 1604.933 5.288
2145.655912 1551.661 1557.771 5.286
2145.676344 1507.857 1513.806 5.283
2145.696777 1471.361 1477.137 5.283
2145.717209 1449.338 1454.920 5.279
2145.737641 1424.102 1429.472 5.278
2145.758073 1382.721 1387.905 5.275
2145.778506 1359.759 1364.762 5.274
2145.798938 1347.289 1352.132 5.273
2145.819370 1303.070 1307.746 5.271
2145.839802 1279.035 1283.550 5.270
2145.860235 1247.515 1251.890 5.268
2145.880667 1221.092 1225.357 5.266
2145.901099 1216.109 1220.264 5.266
2145.921531 1196.417 1200.487 5.264
2145.941964 1181.985 1185.976 5.264
2145.962396 1190.249 1194.190 5.263
2145.982828 1160.590 1164.446 5.262
2146.023692 1174.144 1180.517 5.262
2146.044125 1180.072 1186.433 5.263
2146.064557 1173.681 1179.965 5.262
2146.084989 1155.015 1161.210 5.261
2146.105421 1118.885 1124.984 5.259
2146.125854 1100.164 1106.134 5.258
2146.146286 1101.910 1107.733 5.259
2146.166718 1147.999 1153.674 5.260
2146.187150 1300.511 1306.062 5.270
2146.207582 1457.842 1463.271 5.281
2146.228015 1577.615 1582.902 5.288
2146.248447 1656.898 1662.072 5.295
2146.268879 1707.663 1712.688 5.297
2146.289311 1716.753 1721.662 5.297
2146.309744 1667.274 1672.088 5.294
2146.330176 1623.225 1627.935 5.291
2146.350608 1581.551 1586.137 5.288
2146.371040 1531.343 1535.805 5.286
2146.391472 1502.935 1507.264 5.284
2146.411905 1468.636 1472.859 5.281
2146.432337 1433.016 1437.143 5.280
2146.452769 1415.865 1419.930 5.277
2146.473201 1369.635 1373.635 5.275
2146.493634 1353.412 1358.491 5.274
2146.514066 1322.398 1328.378 5.271
2146.534498 1282.142 1288.015 5.269
2146.554930 1256.108 1261.852 5.269
2146.575362 1235.987 1241.588 5.267
2146.595795 1215.162 1220.631 5.266
2146.616227 1204.819 1210.144 5.265
2146.636659 1187.042 1192.225 5.263
2146.657091 1174.413 1179.510 5.263
2146.677523 1166.101 1171.110 5.264
2146.697956 1161.519 1166.448 5.263
2146.718388 1174.571 1179.434 5.264
2146.738820 1182.835 1187.651 5.264
2146.759252 1180.794 1185.551 5.263
2146.779685 1166.819 1171.497 5.264
2146.800117 1129.972 1134.570 5.261
2146.820549 1109.230 1113.779 5.260
2146.840981 1093.686 1098.169 5.259
2146.861413 1122.066 1126.465 5.260
2146.881846 1183.829 1188.154 5.265
2146.902278 1391.418 1395.692 5.277
2146.922710 1512.601 1516.816 5.284
2146.943142 1590.485 1594.648 5.289
2146.963574 1696.428 1700.538 5.297
2146.984007 1712.829 1716.889 5.297
2147.004439 1681.153 1685.195 5.295
2147.024871 1650.574 1654.587 5.292
