#BJD-2454833	K2SC-EAP   EAP    Err
2384.463133 1932.341 1933.418 5.799
2384.483565 2218.433 2220.070 5.816
2384.503997 2263.439 2265.613 5.818
2384.524430 2169.282 2171.915 5.813
2384.544862 2045.942 2049.190 5.805
2384.565294 1963.076 1966.745 5.799
2384.585726 1854.330 1858.381 5.795
2384.606158 1791.689 1796.213 5.790
2384.626591 1717.373 1722.229 5.787
2384.647023 1660.219 1665.392 5.783
2384.667455 1602.911 1608.455 5.780
2384.687887 1558.885 1564.706 5.778
2384.708319 1517.297 1523.407 5.776
2384.728752 1464.930 1471.395 5.772
2384.749184 1443.428 1450.462 5.771
2384.769616 1402.290 1409.656 5.770
2384.790048 1389.237 1396.955 5.767
2384.810481 1321.009 1329.142 5.766
2384.830913 1310.695 1319.194 5.763
2384.851345 1305.726 1314.468 5.762
2384.871777 1304.426 1313.334 5.761
2384.892209 1303.353 1300.970 5.762
2384.912642 1283.347 1280.720 5.761
2384.933074 1240.309 1237.730 5.759
2384.953506 1232.085 1229.763 5.757
2384.973938 1170.939 1168.657 5.755
2384.994370 1122.220 1119.993 5.752
2385.014803 1125.651 1123.480 5.753
2385.035235 1191.166 1189.173 5.757
2385.055667 1533.107 1531.332 5.776
2385.076099 1824.442 1822.883 5.794
2385.096531 2137.893 2136.662 5.811
2385.116964 2273.432 2272.509 5.818
2385.137396 2182.699 2182.158 5.814
2385.157828 2077.428 2077.104 5.807
2385.178260 1994.098 1993.809 5.803
2385.198692 1898.584 1898.222 5.798
2385.219125 1821.944 1821.633 5.792
2385.239557 1742.291 1742.343 5.788
2385.259989 1687.211 1687.547 5.785
2385.280421 1615.831 1616.416 5.781
2385.300853 1580.751 1581.530 5.779
2385.321286 1523.213 1524.220 5.776
2385.341718 1493.128 1494.384 5.774
2385.362150 1452.015 1453.631 5.771
2385.382582 1417.171 1419.099 5.770
2385.403014 1389.760 1391.880 5.768
2385.423447 1360.328 1362.699 5.766
2385.443879 1312.642 1315.260 5.764
2385.464311 1297.153 1300.005 5.763
2385.484743 1296.159 1299.267 5.762
2385.505175 1296.144 1299.633 5.762
2385.525608 1290.307 1294.088 5.762
2385.546040 1252.064 1256.126 5.760
2385.566472 1227.505 1231.972 5.760
2385.586904 1207.849 1212.636 5.756
2385.607336 1135.901 1140.895 5.754
2385.627768 1129.728 1135.001 5.753
2385.648201 1145.322 1150.855 5.754
2385.668633 1353.894 1359.789 5.766
2385.689065 1765.182 1771.353 5.789
2385.709497 2027.268 2033.617 5.805
2385.729929 2234.652 2241.198 5.819
2385.750362 2241.456 2248.238 5.817
2385.770794 2129.329 2136.195 5.811
2385.791226 2015.399 2022.333 5.805
2385.811658 1913.258 1920.256 5.798
2385.832090 1853.252 1860.329 5.794
2385.852523 1770.789 1777.957 5.789
2385.872955 1705.076 1712.328 5.786
2385.893387 1643.626 1651.112 5.783
2385.913819 1588.496 1596.305 5.780
2385.934251 1546.888 1554.943 5.777
2385.954683 1486.249 1494.553 5.775
2385.975116 1457.122 1465.641 5.772
2385.995548 1443.682 1452.394 5.771
2386.015980 1406.046 1414.987 5.769
2386.036412 1371.009 1380.161 5.767
2386.056844 1357.799 1367.108 5.766
2386.077277 1320.085 1329.591 5.764
2386.097709 1301.617 1311.285 5.764
2386.118141 1290.750 1285.837 5.762
2386.138573 1292.937 1288.625 5.763
2386.159005 1280.195 1275.791 5.761
2386.179437 1247.321 1242.827 5.759
