#BJD-2454833	K2SC-EAP   EAP    Err
2144.103108 1954.860 1969.313 4.447
2144.123540 1769.967 1782.934 4.430
2144.143972 1642.667 1654.609 4.421
2144.164405 1523.922 1534.909 4.412
2144.184837 1431.349 1441.590 4.405
2144.205269 1361.884 1371.563 4.401
2144.225701 1285.520 1294.581 4.394
2144.246134 1226.611 1235.193 4.388
2144.266566 1169.404 1177.520 4.383
2144.286998 1115.391 1123.065 4.379
2144.307431 1075.554 1082.901 4.377
2144.327863 1029.976 1036.948 4.374
2144.348295 1007.385 1014.164 4.372
2144.368727 989.428 996.054 4.371
2144.389160 981.704 988.256 4.370
2144.409592 975.281 981.767 4.370
2144.430024 970.847 977.281 4.369
2144.450457 966.200 972.574 4.368
2144.470889 972.574 978.976 4.370
2144.491321 934.298 940.369 4.368
2144.511754 874.941 880.508 4.363
2144.532186 847.979 853.301 4.361
2144.552618 911.851 917.662 4.366
2144.573050 1343.571 1352.842 4.398
2144.593483 1951.490 1965.644 4.444
2144.613915 2111.774 2127.202 4.458
2144.634347 1932.518 1946.474 4.444
2144.654779 1771.182 1783.809 4.430
2144.675212 1632.068 1643.551 4.420
2144.695644 1525.142 1535.740 4.411
2144.716076 1427.964 1437.756 4.404
2144.736509 1361.842 1371.080 4.398
2144.756941 1274.275 1282.781 4.393
2144.777373 1229.628 1238.267 4.388
2144.797806 1161.753 1169.844 4.384
2144.818238 1118.744 1126.488 4.380
2144.838670 1070.754 1078.113 4.377
2144.859102 1031.033 1038.071 4.374
2144.879535 1010.313 1017.182 4.373
2144.899967 997.708 1004.473 4.372
2144.920399 983.874 990.525 4.371
2144.940831 968.311 974.834 4.370
2144.961264 962.161 968.629 4.369
2144.981696 959.397 965.838 4.369
2145.002128 968.256 974.762 4.369
2145.022561 932.787 938.996 4.367
2145.042993 876.474 882.216 4.362
2145.063425 852.236 857.780 4.360
2145.083857 921.755 927.847 4.366
2145.104290 1400.956 1410.910 4.403
2145.124722 2006.527 2021.361 4.450
2145.145154 2106.475 2122.101 4.458
2145.165587 1940.337 1954.601 4.445
2145.186019 1759.068 1771.853 4.431
2145.206451 1625.687 1637.377 4.420
2145.226883 1515.945 1526.731 4.412
2145.247316 1440.185 1450.336 4.406
2145.267748 1344.085 1353.435 4.398
2145.288180 1280.621 1289.433 4.393
2145.308612 1226.079 1234.421 4.389
