#BJD-2454833	K2SC-EAP   EAP    Err
2144.103064 677.751 688.417 5.634
2144.123496 669.856 680.468 5.632
2144.143928 680.760 691.679 5.633
2144.164361 674.118 684.657 5.633
2144.184793 647.709 658.312 5.632
2144.205225 612.447 622.608 5.629
2144.225658 593.164 603.302 5.629
2144.246090 584.469 594.727 5.628
2144.266522 654.534 665.992 5.633
2144.286954 833.442 848.848 5.643
2144.307387 969.214 987.180 5.652
2144.327819 1117.550 1138.346 5.662
2144.348251 1143.989 1164.472 5.664
2144.368684 1083.980 1102.229 5.659
2144.389116 1022.145 1038.144 5.656
2144.409548 971.931 986.508 5.651
2144.429980 915.208 927.793 5.649
2144.450413 895.728 906.068 5.647
2144.470845 854.391 862.359 5.645
2144.491277 850.119 856.929 5.644
2144.511710 827.977 832.974 5.641
2144.532142 800.919 804.101 5.640
2144.552574 761.102 762.628 5.637
2144.573007 722.621 722.465 5.634
2144.613871 695.354 694.031 5.633
2144.634303 674.660 672.834 5.631
2144.654736 640.776 638.495 5.630
2144.675168 654.665 653.215 5.629
2144.695600 658.325 657.835 5.629
2144.716033 657.953 658.151 5.628
2144.736465 687.705 689.756 5.627
2144.756897 703.359 707.516 5.626
2144.777329 626.083 628.631 5.629
2144.797762 611.438 611.490 5.627
2144.818194 576.961 577.057 5.626
2144.838626 584.361 585.423 5.626
2144.859059 667.976 671.869 5.632
2144.879491 866.464 875.296 5.645
2144.899923 1014.556 1027.071 5.652
2144.920355 1130.500 1145.616 5.660
2144.940788 1095.477 1109.990 5.659
2144.961220 1066.922 1081.109 5.657
2144.981652 1008.086 1021.008 5.653
2145.002084 958.687 970.501 5.650
2145.022517 899.108 909.522 5.646
2145.042949 874.165 883.746 5.644
2145.063381 841.206 849.390 5.642
2145.083814 824.617 831.161 5.642
2145.104246 806.477 812.453 5.640
2145.124678 779.834 784.707 5.639
2145.145110 743.091 746.852 5.636
2145.165543 727.876 729.126 5.635
2145.185975 726.216 725.674 5.634
2145.206407 707.472 705.744 5.634
2145.226839 676.989 673.760 5.632
2145.247272 671.245 666.865 5.631
2145.267704 679.081 673.947 5.631
2145.288136 665.282 658.642 5.631
2145.308568 657.392 650.393 5.630
2145.329001 645.856 638.565 5.629
2145.349433 629.263 620.532 5.628
2145.369865 604.471 594.558 5.626
2145.390298 586.349 576.082 5.624
2145.410730 566.875 556.973 5.623
2145.431162 602.434 594.715 5.623
2145.451594 747.914 744.495 5.632
2145.472027 914.921 917.380 5.643
2145.512891 1123.859 1130.699 5.657
2145.533323 1069.357 1072.076 5.655
2145.553756 1024.516 1027.896 5.652
2145.574188 959.111 962.650 5.649
2145.594620 927.164 931.288 5.647
2145.615052 896.194 901.222 5.644
2145.635485 864.279 869.774 5.644
2145.655917 845.205 851.287 5.642
2145.676349 816.382 822.249 5.640
2145.696781 778.812 784.065 5.638
2145.717214 759.457 763.957 5.637
2145.737646 729.436 733.205 5.635
2145.758078 723.141 725.134 5.634
2145.778510 688.181 689.748 5.633
2145.798943 676.456 676.320 5.632
2145.819375 674.003 671.971 5.631
2145.839807 669.099 665.160 5.630
2145.860239 664.256 659.401 5.631
2145.880672 674.628 669.182 5.630
2145.901104 657.761 650.870 5.630
2145.921536 659.891 651.241 5.630
2145.941969 651.373 643.358 5.630
2145.962401 618.369 609.885 5.627
2145.982833 570.546 560.138 5.625
2146.023697 615.969 614.894 5.629
2146.044130 816.811 820.269 5.640
2146.064562 938.849 945.118 5.648
2146.084994 1109.653 1119.815 5.658
2146.105426 1110.153 1120.798 5.658
2146.125859 1075.698 1085.991 5.656
2146.146291 1037.303 1046.905 5.653
2146.166723 954.729 962.452 5.649
2146.187155 937.376 944.664 5.646
2146.207588 904.417 910.651 5.643
2146.228020 866.986 872.063 5.641
2146.248452 836.728 840.352 5.641
2146.268884 798.687 801.569 5.638
2146.289317 781.524 783.247 5.637
2146.309749 765.886 766.199 5.636
2146.330181 716.629 714.386 5.634
2146.350613 710.020 705.975 5.633
2146.371046 724.562 720.136 5.634
2146.391478 690.657 684.735 5.631
2146.411910 678.252 671.459 5.631
2146.432342 668.666 659.974 5.630
2146.452775 664.133 654.341 5.630
2146.473207 644.545 635.136 5.629
2146.493639 656.846 656.641 5.629
2146.514071 650.113 650.843 5.629
2146.534504 624.646 625.022 5.627
2146.554936 597.187 597.008 5.626
2146.575368 573.409 572.549 5.625
2146.595800 591.642 590.663 5.625
2146.616232 665.036 665.228 5.631
2146.636665 885.511 889.479 5.644
2146.657097 1007.649 1013.884 5.651
2146.677529 1117.323 1125.673 5.658
2146.697961 1094.904 1102.175 5.656
2146.718394 1052.042 1057.313 5.653
2146.738826 978.182 981.785 5.649
2146.759258 943.053 945.303 5.647
2146.779690 916.461 916.889 5.645
2146.800122 872.971 871.058 5.643
2146.820555 850.627 847.994 5.641
2146.840987 820.510 816.989 5.640
2146.861419 796.820 792.247 5.638
2146.881851 755.696 749.781 5.636
2146.902284 729.582 722.835 5.634
2146.922716 727.507 720.464 5.634
2146.943148 698.821 689.621 5.632
2146.963580 694.527 684.986 5.631
2146.984012 700.590 691.055 5.631
2147.004445 662.119 651.713 5.630
2147.024877 661.907 651.658 5.630
2147.045309 651.893 641.471 5.629
2147.065741 649.885 639.131 5.629
2147.086174 663.058 652.565 5.630
2147.106606 635.105 623.651 5.629
2147.127038 624.771 612.742 5.627
2147.147470 589.153 576.262 5.625
2147.167903 566.796 553.289 5.624
2147.188335 593.546 580.531 5.625
2147.208767 729.595 718.974 5.635
2147.229199 912.683 905.622 5.644
2147.249631 1054.756 1049.462 5.654
2147.270064 1142.006 1138.242 5.657
2147.290496 1061.931 1057.485 5.653
2147.310928 1006.630 1002.219 5.649
2147.331360 948.496 943.749 5.645
2147.351792 933.000 928.037 5.644
2147.372225 891.671 888.077 5.642
2147.392657 853.663 851.729 5.639
2147.413089 834.962 833.903 5.637
2147.433521 787.761 787.362 5.635
2147.453953 775.341 774.846 5.635
2147.474386 741.244 741.646 5.635
2147.494818 737.196 735.812 5.635
2147.515250 707.761 706.247 5.634
2147.535682 699.943 698.614 5.632
2147.556114 683.907 682.432 5.631
2147.576547 688.719 687.689 5.632
2147.596979 662.860 661.616 5.630
2147.617411 664.612 663.702 5.630
2147.637843 646.237 645.158 5.629
2147.658276 654.776 654.466 5.629
2147.678708 669.593 669.535 5.629
2147.699140 640.014 639.162 5.628
2147.719572 608.554 606.934 5.627
2147.740004 569.206 566.602 5.625
2147.760437 569.241 566.517 5.625
2147.780869 639.895 638.536 5.628
2147.801301 827.936 830.063 5.640
2147.821733 974.336 979.072 5.648
2147.842165 1112.492 1119.734 5.657
2147.862598 1107.985 1114.934 5.658
2147.883030 1075.156 1081.406 5.654
2147.903462 1019.911 1024.877 5.651
2147.923894 966.856 970.245 5.648
2147.944326 918.072 919.887 5.646
2147.985191 875.359 878.591 5.643
2148.005623 833.910 836.639 5.640
2148.026055 799.027 801.094 5.638
2148.046487 776.723 778.194 5.636
2148.066920 746.915 747.493 5.635
2148.087352 734.839 734.926 5.634
2148.107784 723.740 723.114 5.634
2148.128216 689.762 688.340 5.632
2148.148648 683.368 681.131 5.631
2148.169080 662.757 659.002 5.630
2148.189513 662.121 657.936 5.630
2148.209945 654.052 649.263 5.630
2148.230377 653.424 647.111 5.629
2148.250809 668.745 660.959 5.629
2148.271241 624.459 615.082 5.629
2148.291674 644.629 634.893 5.628
2148.312106 618.501 607.882 5.626
2148.332538 593.135 580.499 5.626
2148.352970 604.331 591.013 5.625
2148.373402 699.880 689.146 5.632
2148.393834 904.452 897.530 5.643
2148.414267 1015.384 1009.516 5.650
2148.434699 1110.836 1106.577 5.657
2148.455131 1094.226 1095.589 5.657
2148.475563 1047.799 1044.354 5.652
2148.495995 979.983 976.413 5.649
2148.516428 926.763 923.091 5.647
2148.536860 940.820 938.813 5.645
2148.557292 907.012 905.462 5.644
2148.577724 833.038 831.391 5.640
2148.598156 803.449 801.842 5.639
2148.618589 772.782 771.149 5.638
2148.639021 769.233 768.122 5.636
2148.659453 724.242 722.582 5.635
2148.679885 726.740 725.577 5.634
2148.700317 695.467 694.422 5.632
2148.720750 679.352 678.276 5.630
2148.741182 669.917 668.813 5.630
2148.761614 668.995 667.683 5.630
2148.782046 653.499 651.843 5.630
2148.802478 669.469 667.750 5.630
2148.822910 663.143 660.610 5.629
2148.843343 678.863 676.714 5.631
2148.863775 657.260 653.967 5.630
2148.884207 619.177 613.735 5.628
2148.904639 622.166 615.191 5.626
2148.925071 590.748 581.139 5.626
2148.945503 618.478 608.612 5.627
2148.965935 770.162 762.386 5.636
2148.986368 925.515 920.013 5.645
2149.006800 1074.083 1069.796 5.654
2149.027232 1114.708 1110.876 5.657
2149.047664 1083.474 1079.159 5.654
2149.068096 996.270 990.498 5.650
2149.088529 952.929 946.487 5.648
2149.108961 920.194 912.893 5.646
2149.129393 899.839 891.633 5.644
2149.149825 862.221 852.573 5.642
2149.190689 788.030 776.443 5.637
2149.211122 771.064 758.712 5.636
2149.231554 756.077 742.659 5.634
2149.251986 715.803 701.469 5.633
2149.272418 698.010 683.403 5.632
2149.292850 674.608 659.678 5.629
2149.313282 677.409 662.897 5.628
2149.333715 670.991 657.038 5.628
2149.354147 649.165 635.124 5.627
2149.374579 653.406 639.884 5.628
2149.395011 638.086 624.468 5.626
2149.435875 647.098 632.599 5.626
2149.456307 643.940 627.122 5.624
2149.476740 596.838 579.328 5.622
2149.497172 591.381 573.819 5.620
2149.517604 580.068 562.297 5.619
2149.538036 640.978 624.441 5.626
2149.558468 852.933 840.346 5.640
2149.578900 967.582 957.160 5.647
2149.599333 1103.895 1096.158 5.656
2149.619765 1127.780 1121.115 5.656
2149.640197 1074.931 1067.680 5.654
2149.660629 1022.095 1014.092 5.650
2149.681061 979.655 971.262 5.647
2149.701493 918.905 910.278 5.645
2149.721926 884.520 875.767 5.643
2149.742358 846.404 837.681 5.641
2149.762790 833.574 825.343 5.640
2149.783222 793.576 785.176 5.637
2149.803654 773.066 765.211 5.636
2149.824086 741.384 733.406 5.635
2149.844518 714.999 707.332 5.634
2149.864951 715.727 708.820 5.635
2149.885383 682.644 675.673 5.631
2149.905815 679.971 673.911 5.632
2149.946679 670.022 666.988 5.631
2149.967111 657.926 654.675 5.631
2149.987543 650.473 646.769 5.630
2150.007976 657.428 653.228 5.630
2150.028408 655.831 651.760 5.630
2150.048840 638.024 633.030 5.629
2150.069272 617.468 611.042 5.629
2150.089704 581.341 574.007 5.626
2150.110136 579.773 571.919 5.626
2150.130569 699.294 692.540 5.633
2150.151001 871.875 867.886 5.644
2150.171433 1019.645 1018.220 5.652
2150.191865 1121.576 1120.554 5.658
2150.212297 1090.031 1088.210 5.656
2150.232729 1041.040 1037.955 5.653
2150.253161 981.906 977.338 5.650
2150.273594 943.151 937.449 5.647
2150.294026 912.182 905.630 5.646
2150.314458 873.020 865.408 5.643
2150.334890 834.908 826.133 5.641
2150.355322 820.060 809.954 5.640
2150.375754 792.935 782.055 5.638
2150.396186 765.055 753.495 5.637
2150.416618 755.144 743.309 5.636
2150.437051 727.214 715.247 5.634
2150.457483 696.194 683.487 5.632
2150.477915 688.692 674.946 5.633
2150.498347 686.960 674.255 5.632
2150.518779 666.801 653.315 5.631
2150.559643 652.702 639.150 5.630
2150.580075 661.476 647.063 5.630
2150.600508 651.731 635.972 5.629
2150.620940 696.346 681.592 5.629
2150.661804 600.680 588.761 5.626
2150.682236 596.303 580.567 5.626
2150.702668 616.459 601.500 5.626
2150.723100 771.376 759.529 5.636
2150.743533 924.735 916.053 5.646
2150.763965 1075.355 1070.027 5.655
2150.784397 1125.876 1121.977 5.659
2150.804829 1097.081 1093.222 5.657
2150.825261 1013.299 1008.749 5.653
2150.845693 964.919 960.118 5.650
2150.866125 925.485 920.835 5.648
2150.886557 889.988 885.105 5.645
2150.906990 864.546 859.951 5.643
2150.927422 819.868 814.643 5.642
2150.947854 827.367 822.454 5.641
2150.968286 772.945 767.182 5.639
2150.988718 762.673 757.218 5.637
2151.009150 730.272 724.498 5.636
2151.029582 715.790 709.964 5.634
2151.050014 696.972 690.822 5.634
2151.070446 671.926 665.427 5.632
2151.090879 682.410 676.196 5.632
2151.111311 677.032 671.061 5.633
2151.131743 658.941 652.901 5.631
2151.152175 656.437 650.827 5.630
2151.172607 666.851 661.672 5.630
2151.193039 673.255 668.359 5.631
2151.213471 636.647 631.122 5.630
2151.233903 605.051 599.291 5.627
2151.254336 581.161 575.280 5.626
2151.274768 589.428 583.697 5.626
2151.295200 644.423 639.915 5.629
2151.315632 866.008 865.381 5.644
2151.336064 973.368 974.717 5.651
2151.356496 1121.792 1125.656 5.660
2151.376928 1132.897 1136.808 5.661
2151.397360 1062.767 1065.365 5.657
2151.417792 1014.731 1016.503 5.653
2151.438225 967.342 968.207 5.651
2151.458657 946.848 947.532 5.648
2151.479089 893.877 893.567 5.645
2151.499521 863.242 862.413 5.643
2151.519953 836.397 835.020 5.641
2151.540385 806.984 805.019 5.640
2151.560817 783.931 781.514 5.639
2151.581249 759.686 756.785 5.637
2151.601681 714.573 710.793 5.636
2151.622114 716.356 712.193 5.635
2151.642546 695.616 690.943 5.633
2151.662978 672.172 667.318 5.633
2151.683410 678.106 673.061 5.632
2151.703842 677.825 672.421 5.632
2151.724274 665.471 659.309 5.632
2151.744706 652.830 645.938 5.632
2151.765138 651.236 659.448 5.644
2151.785570 662.984 656.623 5.632
2151.806002 648.812 641.714 5.630
2151.826434 601.440 593.277 5.628
2151.846867 590.221 581.591 5.627
2151.867299 576.943 567.067 5.627
2151.908163 897.835 894.012 5.646
2151.928595 1001.485 999.607 5.654
2151.949027 1118.117 1118.139 5.661
2151.969459 1117.282 1117.255 5.659
2151.989891 1039.332 1038.069 5.655
2152.010323 1011.253 1009.532 5.652
