#BJD-2454833	K2SC-EAP   EAP    Err
2144.102884 556.620 544.796 4.528
2144.123316 551.984 540.232 4.528
2144.143748 532.874 521.402 4.526
2144.164181 506.009 494.985 4.524
2144.184613 502.282 491.279 4.523
2144.205045 485.223 474.465 4.523
2144.225477 484.689 473.924 4.523
2144.245909 472.230 461.621 4.521
2144.266342 466.352 455.822 4.521
2144.286774 467.268 456.666 4.520
2144.307206 452.001 441.576 4.520
2144.327638 450.941 440.481 4.519
2144.348070 442.028 431.628 4.519
2144.368503 449.444 438.883 4.519
2144.388935 463.509 452.653 4.519
2144.429799 426.148 415.676 4.516
2144.450231 425.120 414.544 4.516
2144.470664 402.707 392.342 4.515
2144.491096 406.503 395.961 4.514
2144.511528 413.593 402.824 4.515
2144.531960 488.422 476.404 4.520
2144.552392 587.785 574.169 4.526
2144.572825 635.400 620.999 4.529
2144.593257 700.645 685.202 4.534
2144.613689 708.500 692.921 4.534
2144.634121 696.853 681.457 4.533
2144.654553 662.632 647.786 4.531
2144.674985 636.082 621.681 4.527
2144.695418 621.620 607.485 4.526
2144.715850 597.381 583.688 4.524
2144.736282 579.271 565.978 4.522
2144.756714 573.372 560.263 4.521
2144.777146 556.956 544.896 4.528
2144.797579 531.736 520.045 4.527
2144.818011 521.678 510.143 4.525
2144.838443 511.988 500.603 4.525
2144.858875 505.662 494.370 4.524
2144.879307 504.501 493.225 4.523
2144.899740 469.848 459.084 4.521
2144.920172 480.514 469.573 4.521
2144.940604 464.068 453.361 4.520
2144.961036 453.293 442.704 4.519
2144.981468 448.477 437.918 4.519
2145.001900 449.388 438.755 4.519
2145.022333 439.598 429.038 4.519
2145.042765 451.175 440.360 4.520
2145.063197 454.971 444.077 4.519
2145.083629 447.081 436.237 4.518
2145.104061 432.912 422.227 4.517
2145.124493 423.825 413.205 4.517
2145.144926 412.845 402.291 4.516
2145.165358 406.309 395.749 4.515
2145.185790 445.347 434.112 4.518
2145.206222 533.534 520.891 4.524
2145.226654 591.639 578.036 4.528
2145.247087 657.882 643.174 4.533
2145.267519 707.239 691.689 4.535
2145.287951 683.265 668.008 4.534
2145.308383 679.564 664.320 4.533
2145.328815 642.958 628.239 4.530
2145.349247 623.850 609.411 4.529
2145.369680 606.804 592.611 4.527
2145.390112 601.910 587.801 4.525
2145.410544 563.621 550.120 4.523
2145.430976 559.567 546.209 4.521
2145.451408 551.612 538.471 4.520
2145.471840 523.693 511.105 4.518
2145.492273 523.934 511.548 4.517
2145.512705 500.908 489.746 4.524
2145.533137 486.398 475.399 4.524
