#BJD-2454833	K2SC-EAP   EAP    Err
2384.484329 39260.717 39245.539 12.239
2384.504762 34642.660 34627.254 12.105
2384.525194 30673.692 30658.088 11.993
2384.545627 27442.980 27427.168 11.901
2384.566059 25053.149 25037.133 11.830
2384.586492 23204.623 23188.416 11.775
2384.606924 21623.200 21606.805 11.732
2384.627357 20366.949 20350.371 11.691
2384.647789 19124.279 19107.533 11.658
2384.668222 18093.709 18076.811 11.624
2384.688654 17213.258 17196.225 11.599
2384.709087 16636.558 16619.369 11.580
2384.729519 16395.924 16378.530 11.572
2384.749952 16300.090 16282.434 11.572
2384.770384 16314.143 16296.317 11.571
2384.790817 15976.828 15958.802 11.564
2384.811249 16059.076 16040.822 11.565
2384.831682 15531.411 15512.849 11.548
2384.852114 14588.789 14570.082 11.520
2384.872547 15064.133 15045.326 11.535
2384.892979 22894.298 22880.994 11.772
2384.954277 35154.311 35140.961 12.121
2384.974709 31077.925 31064.537 12.008
2384.995142 27796.211 27782.785 11.913
2385.015574 25217.764 25204.266 11.840
2385.036007 23360.713 23347.117 11.783
2385.056439 21729.400 21715.678 11.735
2385.076872 20336.417 20322.541 11.697
2385.097304 19118.394 19104.354 11.660
2385.117737 18035.413 18021.193 11.630
2385.138169 17258.238 17243.801 11.603
2385.158602 16626.194 16611.648 11.584
2385.179034 16246.534 16231.947 11.575
2385.199467 16301.054 16286.458 11.574
2385.219899 16234.634 16220.041 11.574
2385.240332 16020.276 16005.576 11.566
2385.260764 16022.980 16008.133 11.566
2385.281197 15672.942 15657.974 11.554
2385.301629 14696.474 14681.403 11.526
2385.322062 14842.457 14827.218 11.531
2385.342494 20927.440 20912.080 11.717
2385.362927 38055.619 38040.129 12.208
2385.383359 40106.789 40091.223 12.265
2385.403792 35397.850 35382.191 12.135
2385.424224 31339.436 31323.699 12.016
2385.444656 27870.792 27854.961 11.920
2385.465089 25286.673 25270.752 11.843
2385.485521 23277.470 23261.447 11.784
2385.505954 21713.903 21697.725 11.737
2385.526386 20407.875 20391.535 11.699
2385.546819 19286.770 19270.303 11.664
2385.567251 18154.411 18137.793 11.630
2385.587684 17192.264 17175.504 11.600
2385.608116 16550.271 16533.414 11.582
2385.628549 16162.777 16145.835 11.573
2385.648981 16156.728 16139.675 11.570
2385.669414 16224.872 16207.671 11.570
2385.689846 15951.946 15934.628 11.563
2385.710279 16001.449 15984.023 11.562
2385.730711 15737.519 15720.027 11.554
2385.751144 14769.888 14752.304 11.525
2385.771576 14680.666 14663.017 11.526
2385.792009 19193.951 19176.199 11.663
2385.812441 35969.030 35951.238 12.145
2385.832873 40483.824 40465.984 12.269
2385.853306 35940.357 35922.469 12.143
2385.873739 31733.700 31715.760 12.024
2385.894171 28295.850 28277.777 11.926
2385.914603 25623.025 25604.787 11.848
2385.935036 23396.733 23378.354 11.787
2385.955468 21868.152 21849.529 11.738
2385.975901 20515.560 20496.791 11.699
2385.996333 19296.035 19277.143 11.663
2386.016766 18112.265 18093.217 11.629
2386.037198 17167.289 17148.096 11.602
2386.057631 16516.736 16497.383 11.580
2386.078063 16072.119 16052.581 11.567
2386.098496 16081.561 16061.865 11.566
2386.118928 16202.216 16192.762 11.572
2386.139361 16237.890 16228.851 11.565
2386.159793 16111.653 16102.422 11.564
2386.180225 15949.061 15939.688 11.559
