#BJD-2454833	K2SC-EAP   EAP    Err
2384.463652 6808.982 6859.924 4.132
2384.484084 7457.933 7487.287 4.183
2384.504517 8012.584 8023.409 4.227
2384.524949 8218.359 8219.025 4.243
2384.545381 8325.222 8312.390 4.251
2384.565814 8336.939 8314.747 4.251
2384.586246 8333.231 8304.543 4.251
2384.606678 8300.058 8261.942 4.246
2384.627111 8121.035 8077.490 4.228
2384.647543 7829.204 7788.556 4.206
2384.667976 7469.460 7427.602 4.179
2384.688408 7090.153 7047.576 4.147
2384.708840 6773.707 6731.142 4.123
2384.729273 6517.281 6473.755 4.101
2384.749705 6354.584 6308.230 4.088
2384.770138 6240.466 6190.580 4.077
2384.790570 6212.469 6160.635 4.075
2384.811002 6326.931 6265.971 4.085
2384.831435 6637.880 6560.799 4.108
2384.851867 7184.802 7087.794 4.150
2384.872300 7810.415 7693.001 4.201
2384.892732 8335.083 8296.874 4.249
2384.913164 8677.724 8630.820 4.276
2384.933597 8725.457 8670.826 4.280
2384.954029 8577.918 8518.977 4.268
2384.974462 8312.587 8255.470 4.246
2384.994894 7972.645 7917.943 4.217
2385.015326 7655.191 7604.763 4.193
2385.035759 7327.832 7280.542 4.168
2385.056191 7014.954 6972.616 4.143
2385.076624 6751.552 6710.751 4.121
2385.097056 6535.084 6494.059 4.104
2385.117488 6387.816 6347.169 4.092
2385.137921 6308.735 6263.048 4.085
2385.158353 6330.722 6280.016 4.086
2385.178785 6449.069 6391.958 4.094
2385.199218 6714.475 6649.666 4.116
2385.219650 7220.816 7139.564 4.157
2385.240083 7772.033 7675.017 4.199
2385.260515 8049.509 7941.100 4.221
2385.280947 8225.811 8110.470 4.233
2385.301380 8474.004 8352.414 4.254
2385.321812 8666.019 8538.557 4.268
2385.342245 8614.931 8484.882 4.264
2385.362677 8322.956 8196.578 4.240
2385.383109 7904.701 7785.365 4.208
2385.403542 7471.200 7358.912 4.175
2385.423974 7083.108 6978.099 4.141
2385.444406 6752.169 6652.774 4.116
2385.464839 6488.593 6388.838 4.095
2385.485271 6290.566 6189.708 4.078
2385.505703 6199.833 6094.709 4.070
2385.526136 6180.657 6070.852 4.070
2385.546568 6304.340 6183.602 4.080
2385.567001 6593.941 6460.736 4.100
2385.587433 7117.832 6967.107 4.141
2385.607865 7827.021 7658.357 4.196
2385.628298 8289.686 8105.836 4.231
2385.648730 8453.065 8263.552 4.245
2385.669163 8407.415 8214.715 4.242
2385.689595 8303.703 8106.583 4.234
2385.710027 8217.577 8022.838 4.225
2385.730460 8088.033 7892.985 4.215
2385.750892 7878.432 7684.315 4.197
2385.771324 7591.979 7400.869 4.176
2385.791757 7245.759 7057.520 4.151
2385.812189 6935.584 6752.698 4.124
2385.832621 6668.117 6486.603 4.103
2385.853054 6449.652 6271.395 4.085
2385.873486 6336.454 6158.789 4.076
2385.893919 6296.689 6114.591 4.072
2385.914351 6341.481 6153.670 4.075
2385.934783 6542.296 6345.650 4.091
2385.955216 6943.949 6734.530 4.123
2385.975648 7486.591 7260.203 4.166
2385.996080 7986.725 7745.277 4.205
2386.016513 8412.472 8158.035 4.238
2386.036945 8733.453 8470.378 4.263
2386.057377 8741.245 8475.476 4.262
2386.077810 8523.402 8254.465 4.245
2386.098242 8143.673 7874.063 4.220
2386.118675 7831.666 7735.176 4.205
2386.139107 7471.756 7386.659 4.179
2386.159539 7096.749 7017.823 4.148
2386.179972 6805.903 6728.756 4.125
2386.200404 6554.713 6483.116 4.105
2386.220836 6399.252 6331.172 4.090
2386.241269 6302.291 6231.671 4.082
2386.261701 6261.479 6190.206 4.080
2386.282133 6364.505 6287.331 4.088
2386.302566 6592.406 6511.218 4.105
2386.322998 7040.768 6951.287 4.140
2386.343431 7626.935 7525.440 4.188
