#BJD-2454833	K2SC-EAP   EAP    Err
2144.103243 1570.998 1591.117 4.055
2144.123675 1727.971 1747.679 4.068
2144.144108 1798.249 1817.590 4.073
2144.164540 1839.356 1858.156 4.076
2144.184972 1921.741 1939.966 4.086
2144.205405 1966.084 1983.693 4.089
2144.225837 1951.083 1967.752 4.088
2144.246269 1893.687 1909.337 4.082
2144.266702 1798.591 1813.054 4.075
2144.287134 1706.593 1719.452 4.066
2144.307566 1619.781 1631.457 4.059
2144.327999 1526.203 1536.482 4.051
2144.348431 1461.132 1470.187 4.046
2144.368863 1393.386 1401.022 4.040
2144.389296 1364.979 1371.089 4.037
2144.409728 1345.405 1349.674 4.036
2144.430160 1361.713 1364.105 4.036
2144.450593 1400.761 1401.121 4.039
2144.471025 1494.350 1492.409 4.047
2144.491457 1660.834 1656.818 4.062
2144.511890 1776.651 1770.416 4.071
2144.532322 1808.698 1799.937 4.075
2144.552754 1872.204 1861.399 4.081
2144.573187 1944.869 1932.172 4.086
2144.593619 1961.051 1946.376 4.087
2144.614052 1919.007 1902.165 4.083
2144.634484 1835.983 1817.095 4.077
2144.654916 1746.866 1725.724 4.069
2144.675349 1645.663 1622.588 4.061
2144.695781 1569.106 1544.146 4.055
2144.716213 1498.694 1471.818 4.049
2144.736646 1437.274 1408.300 4.041
2144.757078 1389.488 1359.352 4.038
2144.777510 1357.351 1370.797 4.037
2144.797943 1344.700 1359.386 4.038
2144.818375 1363.782 1377.691 4.039
2144.838807 1424.748 1437.809 4.044
2144.859240 1563.673 1575.722 4.055
2144.879672 1733.824 1744.692 4.068
2144.900104 1781.926 1791.668 4.072
2144.920537 1827.176 1835.952 4.075
2144.940969 1915.347 1923.050 4.082
2144.961401 1959.466 1966.285 4.086
2144.981834 1941.496 1947.056 4.084
2145.002266 1889.500 1893.605 4.080
2145.022698 1794.372 1796.991 4.072
2145.043130 1700.589 1702.030 4.065
2145.063563 1610.889 1610.387 4.057
2145.083995 1528.247 1526.678 4.051
2145.104427 1455.700 1452.868 4.044
2145.124860 1404.751 1400.488 4.040
2145.145292 1381.166 1375.363 4.038
2145.165724 1353.758 1346.110 4.036
2145.186157 1357.589 1348.380 4.036
2145.206589 1393.016 1381.934 4.039
2145.227021 1480.313 1467.884 4.047
2145.247454 1636.358 1622.414 4.059
2145.267886 1767.599 1751.637 4.073
2145.288318 1814.006 1795.803 4.075
2145.308751 1876.389 1855.634 4.079
2145.329183 1924.354 1901.585 4.084
2145.349615 1941.376 1917.064 4.085
2145.370048 1913.339 1887.767 4.082
2145.390480 1842.326 1814.908 4.076
2145.431345 1663.717 1632.277 4.065
2145.451777 1573.140 1540.140 4.053
2145.472209 1492.521 1458.188 4.046
2145.492641 1436.461 1400.588 4.041
2145.513074 1382.183 1393.943 4.039
2145.533506 1349.474 1362.648 4.038
2145.553938 1341.092 1353.373 4.038
2145.574371 1358.882 1370.145 4.039
2145.594803 1423.436 1433.535 4.044
2145.615235 1556.730 1565.541 4.054
2145.635667 1717.186 1724.296 4.067
2145.656100 1782.234 1787.314 4.072
2145.676532 1828.184 1831.389 4.075
2145.696964 1887.541 1888.837 4.081
2145.717397 1955.992 1955.616 4.086
2145.737829 1947.060 1944.228 4.086
2145.758261 1892.673 1887.732 4.081
2145.778694 1803.664 1796.962 4.074
2145.799126 1705.854 1697.282 4.066
2145.819558 1613.068 1602.319 4.059
2145.839991 1529.889 1517.100 4.051
2145.860423 1466.829 1452.027 4.045
2145.880855 1404.100 1386.969 4.041
2145.901287 1375.976 1356.612 4.038
2145.921720 1349.823 1328.134 4.036
2145.942152 1354.281 1330.561 4.037
2145.962584 1392.415 1366.827 4.039
2145.983017 1481.670 1453.962 4.047
2146.023881 1765.313 1772.213 4.071
2146.044314 1796.722 1802.836 4.074
2146.064746 1862.163 1867.656 4.080
2146.085178 1921.654 1926.360 4.084
2146.105610 1934.012 1937.785 4.085
2146.126043 1913.610 1916.135 4.082
2146.146475 1842.263 1843.614 4.077
2146.166907 1765.580 1765.863 4.070
2146.187340 1661.366 1660.377 4.062
2146.207772 1580.021 1577.648 4.055
2146.228204 1504.234 1500.517 4.049
2146.248636 1442.662 1436.855 4.044
2146.269069 1387.901 1380.650 4.039
2146.289501 1362.318 1353.882 4.037
2146.309933 1349.015 1339.296 4.036
2146.330366 1364.297 1353.454 4.037
2146.371230 1539.976 1526.288 4.052
2146.391662 1710.462 1695.390 4.066
2146.412095 1786.218 1768.835 4.073
2146.432527 1829.838 1810.359 4.076
2146.452959 1903.309 1882.184 4.084
2146.473392 1954.698 1931.711 4.088
2146.493824 1940.873 1935.684 4.085
2146.514256 1898.932 1901.234 4.081
2146.534689 1799.004 1800.138 4.074
2146.555121 1705.915 1706.041 4.066
2146.575553 1608.295 1607.192 4.059
2146.595985 1536.303 1533.541 4.053
2146.616418 1465.942 1461.721 4.046
2146.636850 1409.753 1404.359 4.042
2146.657282 1372.928 1366.654 4.038
2146.677714 1355.526 1348.523 4.037
2146.698147 1360.842 1353.023 4.037
2146.718579 1383.911 1375.392 4.040
2146.739011 1478.896 1469.402 4.048
2146.759444 1629.952 1619.474 4.061
2146.779876 1750.613 1739.373 4.070
2146.800308 1770.669 1758.665 4.073
2146.820740 1841.587 1828.553 4.078
2146.841173 1919.386 1905.979 4.084
2146.861605 1953.976 1939.228 4.088
2146.882037 1928.443 1912.593 4.086
2146.902469 1860.968 1844.060 4.079
2146.922902 1771.656 1753.639 4.073
2146.943334 1673.160 1653.863 4.062
2146.963766 1573.374 1552.026 4.055
2146.984198 1494.478 1472.170 4.048
2147.004631 1447.751 1424.716 4.044
2147.025063 1392.336 1368.647 4.040
2147.045495 1372.483 1347.702 4.038
2147.065928 1346.515 1321.093 4.036
2147.086360 1370.950 1345.043 4.037
2147.106792 1419.725 1393.089 4.042
2147.127224 1539.777 1512.461 4.053
2147.147657 1700.986 1672.727 4.065
2147.168089 1800.065 1770.818 4.072
2147.188521 1813.764 1784.154 4.073
2147.208953 1879.314 1849.395 4.080
2147.229386 1923.476 1892.758 4.083
2147.249818 1930.544 1898.926 4.084
2147.270250 1883.349 1849.772 4.080
2147.290683 1797.340 1761.507 4.071
