#BJD-2454833	K2SC-EAP   EAP    Err
2228.800231 392.684 400.177 6.485
2228.820663 382.091 389.579 6.483
2228.841095 364.015 371.436 6.482
2228.861528 357.580 365.059 6.482
2228.881960 341.536 348.987 6.481
2228.902392 312.221 319.486 6.481
2228.922825 323.663 331.078 6.481
2228.943257 307.714 315.044 6.480
2228.963689 289.934 296.987 6.478
2228.984122 294.527 301.402 6.478
2229.004554 280.957 287.455 6.478
2229.024986 267.714 273.729 6.477
2229.045419 267.058 272.830 6.478
2229.065851 265.533 270.787 6.477
2229.086283 259.786 264.563 6.478
2229.106716 283.469 287.924 6.478
2229.127148 274.593 278.523 6.478
2229.147581 272.680 276.269 6.477
2229.168013 239.233 242.157 6.476
2229.188445 243.671 246.200 6.478
2229.208878 316.013 318.677 6.481
2229.229310 408.587 411.506 6.486
2229.249742 517.318 520.582 6.491
2229.270174 500.790 503.208 6.491
2229.290607 454.007 455.197 6.489
2229.311039 424.849 425.121 6.486
2229.331471 391.677 391.016 6.484
2229.351904 369.286 368.061 6.484
2229.372336 380.200 378.793 6.482
2229.392768 346.186 344.326 6.482
2229.413201 343.852 341.780 6.482
2229.433633 330.308 327.920 6.482
2229.454065 298.103 295.232 6.481
2229.474498 298.192 302.301 6.479
2229.494930 281.064 285.651 6.479
2229.515362 275.618 279.830 6.480
2229.535795 278.103 281.996 6.479
2229.556227 275.678 279.205 6.479
2229.576659 263.293 266.333 6.478
2229.597092 270.845 273.622 6.478
2229.617524 273.707 276.132 6.478
2229.637956 269.574 271.473 6.478
2229.658388 268.248 269.501 6.478
2229.678821 255.126 255.657 6.477
2229.699253 247.109 246.927 6.477
2229.719686 246.616 252.408 6.476
2229.740118 307.236 313.361 6.480
2229.760550 418.067 425.126 6.485
2229.780983 509.242 516.857 6.489
2229.801415 492.969 500.371 6.489
2229.821847 473.990 481.120 6.487
2229.842279 435.087 441.641 6.486
2229.862712 400.964 406.607 6.486
2229.883144 396.415 401.739 6.484
2229.903576 363.924 368.617 6.482
2229.924009 335.802 340.093 6.482
2229.944441 336.244 340.335 6.481
2229.964873 341.008 344.920 6.481
2229.985306 295.728 299.032 6.479
2230.005738 287.176 290.157 6.479
2230.026170 268.756 271.322 6.478
2230.046602 264.210 266.348 6.478
2230.067035 264.569 266.360 6.478
2230.087467 265.692 267.108 6.477
2230.107899 264.227 265.124 6.478
2230.128332 274.155 274.537 6.476
2230.148764 271.545 271.304 6.477
2230.169196 260.856 259.805 6.477
2230.189629 255.045 253.578 6.478
2230.210061 227.338 232.180 6.476
2230.250926 241.290 246.276 6.475
2230.271358 308.217 313.735 6.480
2230.291790 424.337 430.618 6.484
2230.312222 507.780 514.507 6.488
2230.332655 486.242 492.790 6.487
2230.353087 438.785 445.001 6.486
2230.373519 432.857 438.320 6.484
2230.393952 398.959 403.836 6.483
2230.414384 361.780 365.959 6.481
2230.434816 346.386 350.420 6.481
2230.455248 345.168 348.956 6.480
2230.475681 339.336 342.851 6.480
2230.496113 311.770 314.817 6.478
2230.516545 317.877 320.783 6.478
2230.536978 283.230 285.643 6.477
2230.557410 266.760 268.659 6.476
2230.577842 277.912 279.535 6.475
2230.618707 259.103 259.217 6.475
2230.639139 267.186 266.810 6.475
2230.659571 266.321 265.208 6.474
2230.680004 256.334 254.807 6.474
2230.720868 263.247 268.226 6.475
2230.741301 240.951 245.697 6.473
2230.761733 226.248 230.884 6.473
2230.782165 244.758 249.455 6.473
2230.802597 330.800 335.708 6.477
2230.823030 429.072 434.704 6.483
2230.843462 509.537 515.531 6.488
2230.863894 505.791 511.597 6.487
2230.884326 447.824 453.326 6.485
2230.904759 424.360 429.764 6.484
2230.925191 400.163 404.776 6.483
2230.945623 386.143 390.344 6.481
2230.966056 350.065 353.752 6.480
2230.986488 341.882 345.231 6.479
2231.006920 334.995 338.477 6.479
2231.027353 328.829 332.132 6.478
2231.047785 306.507 309.519 6.479
2231.068217 295.795 298.415 6.478
2231.088649 278.842 281.261 6.477
2231.109082 305.383 307.685 6.478
2231.129514 296.517 298.534 6.478
2231.149946 259.105 260.564 6.476
2231.170378 260.840 262.007 6.477
2231.190811 250.126 250.958 6.476
2231.211243 267.230 267.808 6.477
2231.231675 268.973 269.121 6.477
2231.252107 251.246 250.870 6.476
2231.272540 239.562 238.707 6.475
2231.292972 239.691 238.153 6.475
2231.313404 254.845 252.955 6.475
2231.333837 327.936 326.193 6.479
2231.354269 407.637 405.868 6.484
2231.374701 501.750 500.069 6.489
2231.395133 465.288 463.087 6.487
2231.415566 429.906 427.358 6.486
2231.435998 418.828 421.256 6.486
2231.456430 392.892 395.544 6.484
2231.476863 381.140 383.508 6.482
2231.497295 361.399 363.467 6.481
2231.517727 344.308 345.926 6.481
2231.538159 323.951 325.207 6.480
2231.558591 309.201 310.142 6.479
2231.579024 299.505 300.068 6.479
2231.599456 288.700 288.682 6.478
2231.619888 281.923 281.476 6.478
2231.640320 270.448 269.660 6.477
2231.660753 281.840 280.548 6.477
2231.681185 275.454 277.764 6.477
2231.701617 278.003 280.740 6.477
2231.722050 276.383 278.660 6.478
2231.762914 272.499 274.851 6.478
2231.783346 262.902 265.101 6.477
2231.803779 245.714 247.696 6.475
2231.824211 247.521 249.342 6.476
2231.844643 236.680 238.418 6.476
2231.865075 325.519 327.458 6.481
2231.885508 415.553 417.605 6.486
2231.905940 486.126 488.237 6.489
2231.926372 490.488 492.471 6.488
2231.946804 437.719 439.277 6.486
2231.967237 433.180 434.410 6.485
2231.987669 387.474 388.310 6.483
2232.008101 380.015 380.491 6.483
2232.028533 371.780 371.896 6.482
2232.048966 328.210 327.619 6.480
2232.069398 326.988 326.196 6.480
2232.089830 312.799 311.610 6.478
2232.110262 295.044 293.242 6.478
2232.130695 285.205 282.980 6.478
2232.151127 296.739 294.367 6.478
2232.171559 282.573 284.517 6.477
2232.191991 278.997 281.091 6.477
2232.212424 273.927 275.907 6.477
2232.232856 248.646 250.527 6.477
2232.253288 261.563 263.336 6.477
2232.273720 268.255 269.798 6.477
2232.294153 271.039 272.522 6.477
2232.314585 250.952 252.186 6.476
2232.335017 241.295 242.330 6.476
2232.355449 228.573 229.250 6.476
2232.375882 246.065 246.488 6.475
2232.396314 303.175 303.436 6.479
2232.416746 421.271 421.192 6.486
2232.437178 494.137 493.520 6.488
2232.457610 488.485 487.540 6.489
2232.478043 456.787 455.457 6.486
2232.498475 390.640 388.458 6.484
2232.518907 377.702 375.298 6.483
