#BJD-2454833	K2SC-EAP   EAP    Err
2384.463758 3143.918 3151.902 7.889
2384.484190 3004.351 3012.335 7.880
2384.504623 2833.629 2841.613 7.874
2384.525055 2686.207 2694.190 7.869
2384.545487 2588.059 2596.042 7.864
2384.565920 2498.846 2506.829 7.859
2384.586352 2436.247 2444.230 7.856
2384.606785 2413.178 2421.161 7.856
2384.627217 2444.237 2452.220 7.858
2384.647650 2467.524 2475.507 7.858
2384.668082 2478.417 2486.400 7.858
2384.688515 2496.979 2504.962 7.859
2384.708947 2386.375 2394.358 7.853
2384.729379 2341.712 2349.695 7.851
2384.749812 3203.584 3211.567 7.889
2384.770244 5601.210 5609.192 7.993
2384.790677 5989.814 5997.796 8.009
2384.811109 5318.462 5326.444 7.982
2384.831542 4715.641 4723.624 7.955
2384.851974 4224.881 4232.864 7.935
2384.872407 3871.100 3879.083 7.918
2384.892839 3544.962 3552.945 7.905
2384.913271 3310.483 3318.466 7.896
2384.933704 3138.103 3146.086 7.886
2384.954136 2961.327 2969.310 7.880
2384.974569 2816.471 2824.454 7.874
2384.995001 2662.398 2670.381 7.868
2385.015434 2556.353 2564.337 7.862
2385.035866 2459.593 2467.577 7.857
2385.056298 2413.496 2421.480 7.855
2385.076731 2394.517 2402.500 7.854
2385.097163 2423.416 2431.399 7.855
2385.117596 2460.092 2468.075 7.856
2385.138028 2439.640 2447.623 7.857
2385.158461 2503.693 2511.676 7.858
2385.178893 2303.416 2311.399 7.851
2385.199325 2305.318 2313.302 7.852
2385.219758 3491.959 3499.942 7.903
2385.240190 5853.259 5861.242 8.003
2385.260623 5877.072 5885.055 8.004
2385.281055 5203.386 5211.369 7.976
2385.301488 4621.940 4629.923 7.950
2385.321920 4154.135 4162.118 7.931
2385.342353 3811.585 3819.568 7.916
2385.362785 3531.253 3539.236 7.904
2385.383217 3305.060 3313.043 7.894
2385.403650 3108.710 3116.693 7.886
2385.424082 2947.459 2955.442 7.877
2385.444515 2807.675 2815.657 7.872
2385.464947 2651.710 2659.693 7.865
2385.485379 2557.627 2565.610 7.861
2385.505812 2467.007 2474.990 7.857
2385.526244 2458.534 2466.517 7.856
