#BJD-2454833	K2SC-EAP   EAP    Err
2228.800668 87.510 84.963 5.381
2228.821100 74.041 72.233 5.380
2228.841533 62.565 61.345 5.379
2228.861965 53.235 52.436 5.379
2228.882398 63.465 61.976 5.379
2228.902830 62.645 61.014 5.379
2228.923263 58.149 56.531 5.379
2228.943695 61.567 59.569 5.379
2228.964128 67.201 64.742 5.379
2228.984561 65.655 63.178 5.379
2229.004993 69.374 66.692 5.379
2229.025426 58.822 56.724 5.379
2229.045858 51.528 49.905 5.379
2229.066291 49.760 48.380 5.379
2229.086723 44.016 43.079 5.378
2229.107156 42.065 41.282 5.378
2229.127588 62.644 60.745 5.380
2229.148021 110.162 105.690 5.382
2229.168453 117.677 112.451 5.383
2229.188886 115.140 109.399 5.382
2229.209319 97.742 92.301 5.382
2229.229751 85.906 80.401 5.381
2229.250184 92.062 85.392 5.381
2229.270616 94.581 87.110 5.381
2229.291049 75.688 68.807 5.381
2229.311481 76.519 69.570 5.380
2229.331914 72.514 65.978 5.380
2229.352346 62.336 56.541 5.379
2229.372779 66.426 60.657 5.380
2229.393211 57.449 52.271 5.379
2229.413644 62.930 57.409 5.380
2229.434076 61.346 55.591 5.379
2229.454509 70.792 64.068 5.380
2229.474941 56.897 55.240 5.379
2229.495374 63.229 61.145 5.379
2229.515806 63.393 61.437 5.379
2229.536239 62.740 60.870 5.379
2229.556672 62.068 60.142 5.379
2229.577104 56.916 54.974 5.379
2229.597537 55.400 52.997 5.379
2229.617969 63.957 60.558 5.379
2229.638402 54.338 50.719 5.379
2229.658834 76.657 71.024 5.380
2229.679267 107.265 99.341 5.382
2229.699699 131.149 121.685 5.383
2229.720132 111.502 106.951 5.381
2229.740564 108.363 104.074 5.381
2229.760997 97.040 93.149 5.381
2229.781429 84.355 80.930 5.380
2229.801862 84.772 81.190 5.380
2229.822294 92.211 88.221 5.381
2229.842727 72.554 69.562 5.379
2229.863159 74.438 71.420 5.380
2229.883592 72.872 70.040 5.379
2229.904024 68.758 66.281 5.379
2229.924457 68.420 66.126 5.379
2229.944889 73.731 71.266 5.379
2229.965322 60.124 58.338 5.379
2229.985754 62.662 60.656 5.379
2230.006187 53.295 51.513 5.379
2230.026619 60.423 57.793 5.379
2230.047052 54.105 51.264 5.379
2230.067485 55.413 51.979 5.378
2230.087917 51.472 47.568 5.379
2230.108350 49.899 45.414 5.378
2230.128782 76.100 69.751 5.380
2230.149215 55.414 49.804 5.378
2230.169647 53.185 47.645 5.378
2230.190080 63.655 57.751 5.379
2230.210512 81.870 79.025 5.380
2230.230945 112.428 107.707 5.382
2230.251377 110.262 105.955 5.381
2230.271810 112.291 107.925 5.381
2230.292242 101.115 97.146 5.381
2230.333107 75.041 72.052 5.379
2230.353540 78.446 75.167 5.380
2230.373972 79.482 76.110 5.379
2230.394405 72.112 69.170 5.379
2230.414837 73.766 70.892 5.379
2230.435270 59.353 57.371 5.379
2230.455702 64.168 62.109 5.379
2230.476135 52.112 50.729 5.378
2230.496567 76.926 74.263 5.379
2230.516999 59.006 57.051 5.378
2230.537432 68.494 65.680 5.379
2230.557865 60.180 57.162 5.378
2230.578297 58.570 55.038 5.379
2230.598730 46.939 43.001 5.378
2230.619162 55.027 49.796 5.378
2230.639594 55.485 49.920 5.378
2230.660027 40.803 35.946 5.378
2230.680460 61.810 56.092 5.378
2230.721324 63.622 58.007 5.378
2230.741757 94.772 88.748 5.380
2230.762189 111.938 106.304 5.381
2230.782622 119.471 114.093 5.381
2230.803054 101.099 97.013 5.380
2230.823487 81.586 78.666 5.380
2230.843919 89.942 86.618 5.380
2230.864352 83.080 80.008 5.380
2230.884784 79.614 76.561 5.379
2230.905217 76.247 73.185 5.379
2230.925649 77.627 74.356 5.379
2230.946082 61.623 59.151 5.378
2230.966514 55.497 53.379 5.378
2230.986947 62.857 60.477 5.379
2231.007379 71.490 68.817 5.378
2231.027812 73.161 70.548 5.378
2231.048244 58.820 57.023 5.378
2231.068677 60.623 58.810 5.378
2231.089109 67.548 65.296 5.378
2231.109542 62.078 59.811 5.378
2231.129974 61.992 59.256 5.378
2231.150407 47.299 44.697 5.378
2231.170839 57.200 53.548 5.378
2231.191272 45.748 41.980 5.377
2231.211704 47.991 43.635 5.378
2231.232136 47.077 42.377 5.378
2231.252569 57.338 51.841 5.378
2231.273001 77.732 71.148 5.380
2231.293434 108.039 100.061 5.381
2231.313866 105.363 97.755 5.381
2231.334299 85.684 79.252 5.380
2231.354731 94.781 88.081 5.381
2231.375164 74.436 68.920 5.380
2231.395596 78.164 72.588 5.379
2231.416029 78.043 72.537 5.380
2231.436461 72.695 70.121 5.379
2231.456894 76.987 74.335 5.379
2231.477326 70.450 67.906 5.379
2231.497759 70.128 67.264 5.379
2231.518191 64.571 61.349 5.378
2231.538624 68.558 64.608 5.378
2231.559056 66.319 61.825 5.378
2231.579488 63.117 58.174 5.378
2231.599921 54.690 49.620 5.378
2231.620353 57.268 51.815 5.378
2231.640786 54.708 49.291 5.378
2231.661218 58.707 53.111 5.378
2231.681651 67.783 65.061 5.378
2231.702083 52.469 50.455 5.378
2231.722516 63.665 61.185 5.378
2231.742948 58.164 56.086 5.378
2231.763381 56.099 54.311 5.378
2231.783813 63.546 61.515 5.378
2231.804246 73.065 70.635 5.379
2231.824678 116.489 112.006 5.382
2231.845110 106.832 102.793 5.381
2231.865543 107.798 103.638 5.381
2231.885975 100.057 96.129 5.381
2231.906408 84.834 81.462 5.380
2231.926840 83.643 80.051 5.379
2231.967705 72.625 68.644 5.379
2231.988138 63.999 59.766 5.378
2232.008570 65.998 61.185 5.379
2232.029003 66.750 61.274 5.378
