#BJD-2454833	K2SC-EAP   EAP    Err
2384.463371 1630.541 1688.668 6.881
2384.483803 2571.151 2629.319 6.930
2384.504236 3722.376 3780.430 6.984
2384.524668 3696.464 3754.594 6.983
2384.545100 3311.604 3369.583 6.964
2384.565533 2966.243 3024.334 6.949
2384.585965 2678.706 2736.931 6.935
2384.606397 2456.594 2514.960 6.923
2384.626829 2326.715 2385.235 6.915
2384.647262 2165.984 2224.406 6.910
2384.667694 2058.143 2116.508 6.902
2384.688126 1960.602 2018.907 6.897
2384.708559 1857.626 1915.897 6.893
2384.728991 1760.058 1818.335 6.887
2384.749423 1696.770 1754.926 6.884
2384.769855 1625.837 1683.786 6.882
2384.790288 1616.066 1673.892 6.879
2384.810720 1595.103 1652.731 6.879
2384.831152 1614.216 1671.792 6.879
2384.851585 1616.282 1673.707 6.879
2384.872017 1628.050 1685.353 6.880
2384.892449 1606.702 1649.010 6.879
2384.912882 1533.677 1575.933 6.876
2384.933314 1472.609 1514.682 6.873
2384.953746 1568.801 1610.957 6.878
2384.974178 2400.467 2442.362 6.920
2384.994611 3587.977 3629.729 6.978
2385.015043 3739.602 3780.892 6.983
2385.035475 3345.929 3387.221 6.966
2385.055908 3028.874 3069.895 6.949
2385.076340 2746.300 2787.701 6.936
2385.096772 2505.191 2546.625 6.925
2385.117205 2333.582 2375.126 6.915
2385.137637 2177.489 2219.510 6.908
2385.158069 2064.161 2106.155 6.903
2385.178501 1968.998 2011.037 6.897
2385.198934 1852.178 1894.195 6.892
2385.219366 1791.132 1832.898 6.888
2385.239798 1683.642 1725.035 6.883
2385.260231 1643.410 1685.342 6.881
2385.280663 1615.780 1657.882 6.879
2385.301095 1601.748 1644.052 6.881
2385.321527 1651.312 1693.432 6.881
2385.341960 1598.174 1640.630 6.879
2385.362392 1606.772 1649.363 6.879
2385.382824 1608.897 1651.528 6.880
2385.403257 1560.816 1603.669 6.876
2385.423689 1493.211 1535.836 6.873
2385.444121 1570.026 1612.533 6.877
2385.464553 2255.168 2297.839 6.912
2385.484986 3508.166 3551.040 6.973
2385.505418 3772.500 3815.759 6.985
2385.525850 3391.101 3434.667 6.967
2385.546282 3025.403 3069.383 6.950
2385.566715 2757.130 2801.352 6.937
2385.587147 2526.079 2570.675 6.926
2385.607579 2354.405 2399.327 6.915
2385.628012 2186.976 2232.024 6.908
2385.648444 2093.237 2138.485 6.902
2385.668876 2003.405 2048.819 6.897
2385.689308 1872.258 1917.642 6.893
2385.709741 1801.233 1846.620 6.889
2385.730173 1702.831 1748.095 6.884
2385.750605 1671.480 1716.789 6.882
2385.771038 1626.675 1672.156 6.879
2385.791470 1580.550 1626.497 6.878
2385.811902 1602.620 1648.482 6.878
2385.832334 1619.297 1665.375 6.879
2385.852767 1617.671 1663.715 6.878
2385.873199 1639.432 1685.468 6.880
2385.893631 1588.361 1634.569 6.877
2385.914064 1500.018 1546.372 6.873
2385.934496 1537.813 1584.120 6.875
2385.954928 2111.802 2157.858 6.903
2385.975360 3350.896 3396.788 6.963
2385.995792 3775.441 3821.182 6.985
2386.016225 3463.957 3509.570 6.969
2386.036657 3106.227 3151.865 6.952
2386.057089 2781.620 2827.622 6.936
2386.077522 2640.502 2686.986 6.929
2386.097954 2353.102 2400.313 6.917
2386.118386 2239.224 2251.143 6.909
2386.138818 2113.866 2124.903 6.903
2386.159251 2003.040 2014.667 6.898
2386.179683 1888.760 1900.741 6.893
2386.200115 1809.842 1822.250 6.889
2386.220547 1722.145 1735.196 6.885
2386.240980 1667.726 1681.152 6.882
2386.261412 1607.048 1620.968 6.879
2386.281844 1597.658 1612.236 6.879
2386.302276 1606.164 1621.095 6.879
2386.322709 1606.901 1622.184 6.880
2386.343141 1617.332 1632.772 6.880
2386.384006 1601.634 1628.507 6.877
2386.404438 1529.289 1556.380 6.874
2386.424870 1515.148 1542.509 6.874
2386.445302 1965.023 1992.792 6.897
2386.465735 3162.127 3190.699 6.958
2386.486167 3772.592 3801.600 6.987
2386.506599 3503.384 3533.056 6.972
2386.527031 3121.137 3151.149 6.955
2386.547464 2843.392 2873.714 6.940
2386.567896 2595.877 2626.513 6.928
2386.588328 2406.290 2436.583 6.918
2386.608760 2256.149 2286.770 6.911
2386.629193 2147.558 2178.164 6.905
2386.649625 2023.672 2054.435 6.899
2386.670057 1932.011 1963.513 6.894
2386.690489 1832.100 1863.856 6.888
2386.710922 1733.909 1766.442 6.884
2386.731354 1656.409 1689.202 6.881
2386.751786 1613.992 1647.023 6.879
2386.772218 1589.784 1622.869 6.878
2386.792651 1600.132 1633.179 6.879
2386.813083 1614.098 1647.405 6.879
