#BJD-2454833	K2SC-EAP   EAP    Err
2384.463283 15226.455 15214.167 7.851
2384.483716 15484.645 15474.445 7.863
2384.504148 16384.555 16376.509 7.903
2384.524580 17834.736 17829.064 7.965
2384.545012 18793.373 18790.203 8.004
2384.565445 19385.867 19384.191 8.031
2384.585877 19564.816 19564.814 8.041
2384.606309 19491.737 19492.988 8.034
2384.626742 19299.050 19301.361 8.026
2384.647174 18890.129 18894.029 8.010
2384.667606 18194.791 18200.139 7.980
2384.688038 17387.572 17393.961 7.946
2384.708471 16632.369 16640.006 7.915
2384.728903 16091.368 16100.678 7.892
2384.749335 15718.864 15730.692 7.876
2384.769767 15400.120 15413.757 7.860
2384.790200 15211.537 15227.099 7.853
2384.810632 15307.188 15324.942 7.858
2384.831064 15832.766 15852.587 7.880
2384.851497 16895.567 16916.709 7.927
2384.871929 18000.924 18022.930 7.973
2384.892361 19086.182 19062.461 8.016
2384.912793 19641.479 19617.055 8.039
2384.933226 19746.696 19722.963 8.046
2384.953658 19652.947 19630.201 8.039
2384.974090 19267.357 19244.963 8.022
2384.994522 18508.426 18486.289 7.992
2385.014955 17675.562 17654.420 7.960
2385.035387 16952.886 16932.334 7.927
2385.055819 16253.620 16234.487 7.898
2385.076252 15745.304 15727.299 7.877
2385.096684 15454.498 15437.989 7.865
2385.117116 15316.679 15301.660 7.857
2385.137548 15331.910 15318.347 7.857
2385.157981 15716.890 15704.206 7.875
2385.178413 16674.192 16661.557 7.917
2385.198845 17881.727 17868.758 7.967
2385.219277 18645.920 18632.994 8.000
2385.239710 19210.688 19199.268 8.024
2385.260142 19559.729 19549.248 8.037
2385.280574 19612.488 19603.023 8.040
2385.301006 19346.434 19337.658 8.029
2385.321439 18791.601 18783.920 8.007
2385.341871 18052.993 18046.391 7.976
2385.362303 17301.237 17296.080 7.944
2385.382735 16592.526 16588.713 7.912
2385.403168 15974.875 15971.771 7.885
2385.423600 15567.171 15565.333 7.867
2385.444032 15252.774 15252.113 7.855
2385.464464 15153.632 15153.707 7.851
2385.484897 15309.988 15310.931 7.857
2385.505329 15919.275 15921.354 7.883
2385.525761 17155.093 17158.230 7.939
2385.546193 18553.180 18557.225 7.996
2385.566626 19309.386 19314.828 8.028
2385.587058 19589.965 19596.488 8.039
2385.607490 19517.746 19525.117 8.037
2385.627922 19358.719 19367.105 8.030
2385.648355 18970.607 18980.262 8.015
2385.668787 18391.556 18402.430 7.988
2385.689219 17496.652 17508.914 7.954
2385.709651 16793.587 16806.861 7.920
2385.730084 16102.951 16117.157 7.893
